ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
2678	FOXO3-TP53 complex, oxidative stress stimulated	Human	None	None	O43524;P04637	2309;7157	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0000302;GO:0006979;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to reactive oxygen species;response to oxidative stress;nucleus	11.02.03.04;32.01.01;70.10	transcriptional control;oxidative stress response;nucleus	14976264	Forkhead box protein O3;Cellular tumor antigen p53	FOXO3;TP53	FKHRL1, FOXO3A;P53	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2679	p53-SP1 complex	Human	None	None	P04637;P08047	7157;6667	MI:0006- anti bait coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04;16.03.01;70.10	transcriptional control;DNA binding;nucleus	15674334	Cellular tumor antigen p53;Transcription factor Sp1	TP53;SP1	P53;TSFP1	None	None	The authors provide evidence that p53 repressed the RECQ4 promoter by forming a complex with the transcription factor, SP1, and by regulating promoter occupancy of both itself and SP1 in concert with histone deacetylase 1 (HDAC1). The formation of this complex is camptothecin-dependent.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2681	p53 homotetramer complex	Human	None	None	P04637	7157	MI:0031- protein cross-linking with a bifunctional reagent; MI:0276- blue native page	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04;16.03.01;70.10	transcriptional control;DNA binding;nucleus	15674341	Cellular tumor antigen p53	TP53	P53	None	None	The results demonstrate that Ref-1 (redox factor 1) modulates p53 DNA binding not only as a redox regulator but also as a factor, which facilitates the formation of p53 tetramers from higher oligomeric forms as well as from dimers. Ref-1 mediates de-stacking of higher oligomeric forms into individual tetramers, as well as the assembly of dimers into tetramers. Redox-dependent and redox-independent activation of p53 seem to require different amounts of Ref-1.	Homo sapiens (Human)	1	1	537	0.152297220646625	6.56610800744879	0	Cal33-HSC6
2699	ER-alpha-GRIP1-c-Jun complex	Human	None	None	P03372;P05412;Q9Y3R0	2099;3725;23426	MI:0096- pull down	GO:2001141;GO:0006355;GO:0023052	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;signaling	11.02.03.04;30.01	transcriptional control;cellular signalling	11477071	Estrogen receptor;Transcription factor AP-1 ;Glutamate receptor-interacting protein 1	ESR1;JUN;GRIP1	ESR, NR3A1;;None	None	None	The authors showed that ERalpha , c-Jun, and the p160 coactivator GRIP1 can form a multiprotein complex in vitro and in intact cells and that the ERalpha - c-Jun interaction could be crucial for the stability of this complex.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
2700	ER-alpha-c-Jun complex	Human	None	None	P03372;P05412	2099;3725	MI:0096- pull down; MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677;GO:0023052	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;signaling	11.02.03.04;16.03.01;30.01	transcriptional control;DNA binding;cellular signalling	11477071	Estrogen receptor;Transcription factor AP-1	ESR1;JUN	ESR, NR3A1;	None	None	All experiments demonstrated that ER-alpha and c-Jun could interact in mammalian cells in a ligand-dependent manner.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2704	Ectodermin-SMAD4 complex	Human	None	None	Q13485;Q9UPN9	4089;51592	MI:0007- anti tag coimmunoprecipitation	GO:0016567;GO:0016579;GO:0007179;GO:0005634	protein ubiquitination;protein deubiquitination;transforming growth factor beta receptor signaling pathway;nucleus	14.07.05;30.05.01.18.01;70.10	modification by ubiquitination, deubiquitination;TGF-beta-receptor signalling pathway;nucleus	15820681	Mothers against decapentaplegic homolog 4;E3 ubiquitin-protein ligase TRIM33	SMAD4;TRIM33	DPC4 MADH4;KIAA1113 RFG7 TIF1G	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2714	Ubiquitin E3 ligase (CHEK1, CUL1)	Human	None	None	O14757;Q13616	1111;8454	MI:0019- coimmunoprecipitation	GO:0016567;GO:0016579;GO:0043161;GO:0006511;GO:0006974;GO:0005634	protein ubiquitination;protein deubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cellular response to DNA damage stimulus;nucleus	14.07.05;14.13.01.01;32.01.09;70.10	modification by ubiquitination, deubiquitination;proteasomal degradation (ubiquitin/proteasomal pathway);DNA damage response;nucleus	16137618	Serine/threonine-protein kinase Chk1 ;Cullin-1	CHEK1;CUL1	CHK1;None	None	None	Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. The Chk1 kinase is a major effector of S phase checkpoint signaling during the cellular response to genotoxic stress. Replicative stress induces the polyubiquitination and degradation of Chk1 in human cells.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2776	RAD50-BRCA1 complex	Human	None	None	P38398;Q92878	672;10111	MI:0007- anti tag coimmunoprecipitation; MI:0226- ion exchange chromatography	GO:0006281;GO:0005634	DNA repair;nucleus	10.01.05.01;70.10	DNA repair;nucleus	11504724	Breast cancer type 1 susceptibility protein;DNA repair protein RAD50	BRCA1;RAD50	RNF53;	BRCA1 is involved in breast cancer.	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2815	BRCA1-BARD1-BACH1-DNA damage complex II	Human	None	None	O14867;O60934;P38398;P49959;Q92547;Q92878;Q99708;Q99728	571;4683;672;4361;11073;10111;5932;580	MI:0029- cosedimentation through density gradients; MI:0006- anti bait coimmunoprecipitation	GO:0006260;GO:0006281;GO:0000075;GO:0006974;GO:0005634	DNA replication;DNA repair;cell cycle checkpoint;cellular response to DNA damage stimulus;nucleus	10.01.03;10.01.05.01;10.03.01.03;32.01.09;70.10	DNA synthesis and replication;DNA repair;cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle);DNA damage response;nucleus	16391231	Transcription regulator protein BACH1 ;Nibrin ;Breast cancer type 1 susceptibility protein;Double-strand break repair protein MRE11A ;DNA topoisomerase 2-binding protein 1;DNA repair protein RAD50 ;DNA endonuclease RBBP8 ;BRCA1-associated RING domain protein 1	BACH1;NBN;BRCA1;MRE11A;TOPBP1;RAD50;RBBP8;BARD1	;NBS NBS1 P95;RNF53;HNGS1 MRE11;KIAA0259;;CTIP;	BRCA1 is involved in breast cancer.	None	This complex occurs after exposure to UV irradiation.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	8	3	537	1.218377765173	2.4622905027933	0.0223655979152085	Cal33-HSC6
2821	hSIR2-p53 complex	Human	None	None	P04637;Q96EB6	7157;23411	MI:0006- anti bait coimmunoprecipitation	GO:2001141;GO:0006355;GO:0006473;GO:0006476;GO:0006974;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;cellular response to DNA damage stimulus;nucleus	11.02.03.04;14.07.04;32.01.09;70.10	transcriptional control;modification by acetylation, deacetylation;DNA damage response;nucleus	11672523	Cellular tumor antigen p53;NAD-dependent protein deacetylase sirtuin-1	TP53;SIRT1	P53;SIR2L1	None	None	The authors analyzed that hSir2 directly binds the human p53 protein in vivo and specifically deacetylates the K382 residue of p53.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2895	SHC-GRB2 complex	Human	None	None	P29353;P62993	6464;2885	MI:0006- anti bait coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	8112292	SHC-transforming protein 1;Growth factor receptor-bound protein 2	SHC1;GRB2	SHC SHCA;ASH	Chimeric bcr-abl oncogene is involved in Philadelphia chromosome positive (Ph+) chronic myelogenous leukemia (CML) and acute lymphoblastic leukemia (Ph+ ALL).	None	Bcr-Abl proteins induce the formation of a complex between tyrosine phosphorylated Shc and Grb2. Co-precipitation analysed in R1-p185, R1-p210 and in Ph(+) leucemic cell lines. No co-precipitation seen in parental R1 cells.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2917	Grb2-Sos complex, Fc receptor gamma-R1 stimulated	Human	None	None	P62993;Q07889	2885;6654	MI:0019- coimmunoprecipitation	GO:0007169;GO:0006955	transmembrane receptor protein tyrosine kinase signaling pathway;immune response	30.05.01.12;36.25.16	transmembrane receptor protein tyrosine kinase signalling pathways;immune response	9716598	Growth factor receptor-bound protein 2;Son of sevenless homolog 1	GRB2;SOS1	ASH;None	None	None	In literature it has been shown that Grb2 binds to the guanine nucleotide exchange factor Sos, leading to activation of Ras.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
3052	MYC-MAX complex	Human	None	None	P01106;P61244	4609;4149	MI:0006- anti bait coimmunoprecipitation	GO:0045893;GO:0003677;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04.01;16.03.01;70.10	transcription activation;DNA binding;nucleus	8224841	Myc proto-oncogene protein ;Protein max	MYC;MAX	BHLHE39;BHLHD4	None	None	Cell differentiation is accompanied by a change from MYC-MAX complexes (undifferentiated cells) to MAD-MAX complexes (differentiated cells). The ability of MAD to compete with MYC for binding to MAX and to repress MYC transcriptional activation suggests that MAD opposes the function of MYC.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
3144	Sos1-Grb2 complex	Mammalia	None	COS cells	P62993;Q07889	2885;6654	MI:0096- pull down	GO:0007264;GO:0007169	small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	30.01.05.05.01;30.05.01.12	small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signalling pathways	11777939	Growth factor receptor-bound protein 2;Son of sevenless homolog 1	GRB2;SOS1	ASH;None	None	None	The authors describe the formation of either a Sos-1-Grb2 (S/G) or a Sos-1-E3b1-Eps8 (S/E/E8) complex, endowed with Ras- and Rac-specific GEF activities, respectively. Sos-1-Grb2 complex is disrupted upon RTKs (receptor tyrosine kinases) activation, whereas the S/E/E8 complex is not.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
3231	Eps15-stonin2 complex	Human	None	None	P42566;Q8WXE9	2060;85439	MI:0077- nuclear magnetic resonance	GO:0006886;GO:0006605;GO:0015031;GO:0016192	intracellular protein transport;protein targeting;protein transport;vesicle-mediated transport	14.04;20.01.10;20.09.07	protein targeting, sorting and translocation;protein transport;vesicular transport (Golgi network, etc.)	18200045	Epidermal growth factor receptor substrate 15;Stonin-2	EPS15;STON2	AF1P;STN2 STNB	None	None	Eps15 and stonin2 have both been shown to directly associate with the clathrin adaptor complex AP-2 and to localize to clathrin-coated pits (CCPs).	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
3852	Rb-HDAC1 complex	Mammalia	None	CV-1 cells	P06400;Q13547	5925;3065	MI:0006- anti bait coimmunoprecipitation	GO:0006265;GO:0000082;GO:0045892;GO:0006473;GO:0006476;GO:0051276;GO:0005634	DNA topological change;G1/S transition of mitotic cell cycle;negative regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;chromosome organization;nucleus	10.01.09.05;10.03.01.01.03;11.02.03.04.03;14.07.04;42.10.03;70.10	DNA conformation modification (e.g. chromatin);G1/S transition of mitotic cell cycle;transcription repression;modification by acetylation, deacetylation;organization of chromosome structure;nucleus	9491888	Retinoblastoma-associated protein ;Histone deacetylase 1	RB1;HDAC1	;RPD3L1	None	None	The interaction was analyzed in CV-1 cells expressing a mixture of endogenous and transfected proteins. H. sapiens is used as model organism for annotation of the subunits.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
3853	Rb-HDAC1 complex	Human	None	None	P06400;Q13547	5925;3065	MI:0007- anti tag coimmunoprecipitation	GO:0006265;GO:0000082;GO:0045892;GO:0006473;GO:0006476;GO:0051276;GO:0005634	DNA topological change;G1/S transition of mitotic cell cycle;negative regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;chromosome organization;nucleus	10.01.09.05;10.03.01.01.03;11.02.03.04.03;14.07.04;42.10.03;70.10	DNA conformation modification (e.g. chromatin);G1/S transition of mitotic cell cycle;transcription repression;modification by acetylation, deacetylation;organization of chromosome structure;nucleus	9491888	Retinoblastoma-associated protein ;Histone deacetylase 1	RB1;HDAC1	;RPD3L1	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5099	RB1(hypophosphorylated)-E2F4 complex	Human	None	None	P06400;Q16254	5925;1874	MI:0006- anti bait coimmunoprecipitation	GO:0000082;GO:0045892	G1/S transition of mitotic cell cycle;negative regulation of transcription, DNA-templated	10.03.01.01.03;11.02.03.04.03	G1/S transition of mitotic cell cycle;transcription repression	9380698	Retinoblastoma-associated protein ;Transcription factor E2F4	RB1;E2F4	;	None	None	Hypo-phosphorylated Rb interacts with E2F4 in the early G1 phase of the cell cyclus. Inactivation of Rb by hyper-phosphorylation in late G1 phase causes release of E2F, allowing transcription of genes important for DNA synthesis.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5143	E2F1-Rb complex	Human	None	None	P06400;Q01094	5925;1869	MI:0412- electrophoretic mobility supershift assay; MI:0006- anti bait coimmunoprecipitation	GO:0000080;GO:2001141;GO:0006355	mitotic G1 phase;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated	10.03.01.01.01;11.02.03.04	G1 phase of mitotic cell cycle;transcriptional control	1531040	Retinoblastoma-associated protein ;Transcription factor E2F1	RB1;E2F1	;RBBP3	None	None	Rb forms a complex with E2F1 in the G1 phase of the cell cycle.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5146	RB1-TFAP2A complex	Human	None	None	P05549;P06400	7020;5925	MI:0019- coimmunoprecipitation	GO:0045893	positive regulation of transcription, DNA-templated	11.02.03.04.01	transcription activation	9632747	Transcription factor AP-2-alpha ;Retinoblastoma-associated protein	TFAP2A;RB1	AP2TF TFAP2;	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	537	0.30459444129325	6.56610800744879	0	Cal33-HSC6
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	Human	None	None	P51114;Q9UKV8	8087;27161	MI:0030- cross-linking studies; MI:0004- affinity chromatography technologies; MI:0006- anti bait coimmunoprecipitation	GO:0006417;GO:0003723;GO:0005737	regulation of translation;RNA binding;cytoplasm	12.07;16.03.03;70.03	translational control;RNA binding;cytoplasm	17382880	Fragile X mental retardation syndrome-related protein 1 ;Protein argonaute-2	FXR1;AGO2	;EIF2C2	None	None	AGO2 functions as translational activator under serum-starved conditions.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5401	PLEKHM2-KIF5B complex	Human	SKIP-kinesin complex	HeLa cells	P33176;Q8IWE5	3799;23207	MI:0096- pull down	GO:0006928	movement of cell or subcellular component	34.05	cell motility	15905402	Kinesin-1 heavy chain;Pleckstrin homology domain-containing family M member 2	KIF5B;PLEKHM2	KNS, KNS1;KIAA0842 SKIP	None	None	During Salmonella typhimurium infection SKIP acts as an essential mediator of SifA (a S. thyphimurium protein, required for the formation of Salmonella-induced filaments). A dynamic process of kinesin recruitment in Salmonella-infected cells is mediated by the secretion of unidentified SPI-2 TTSS effectors and is down-regulated by the SifA-mediated recruitment of SKIP on membranes. The authors suggest that S. typhimurium is able to fine-tune the SCV-associated kinesin motor activity by regulating the secretion of its own effector proteins.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5441	NRG1-IKZF4 complex	Human	None	None	Q02297;Q9H2S9	3084;64375	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated	11.02.03.04	transcriptional control	15494726	Pro-neuregulin-1, membrane-bound isoform ;Zinc finger protein Eos	NRG1;IKZF4	GGF HGL HRGA NDF SMDF;KIAA1782 ZNFN1A4	None	None	The Nrg-ICD-Eos complex induces endogenous PSD-95 expression in vivo through a signaling pathway that is mostly independent of gamma-secretase regulation. This upregulation of PSD-95 expression by the Nrg-ICD-Eos complex provides a molecular basis for activity-dependent synaptic plasticity.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5542	CCNB2-CDC2 complex	Human	None	None	O95067;P06493	9133;983	MI:0019- coimmunoprecipitation	GO:0007049	cell cycle	10.03	cell cycle	8070405	G2/mitotic-specific cyclin-B2;Cyclin-dependent kinase 1	CCNB2;CDK1	;CDC2 CDC28A CDKN1 P34CDC2	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5543	CCNB1-CDC2 complex	Human	None	None	P06493;P14635	983;891	MI:0019- coimmunoprecipitation	GO:0007049	cell cycle	10.03	cell cycle	8070405	Cyclin-dependent kinase 1 ;G2/mitotic-specific cyclin-B1	CDK1;CCNB1	CDC2 CDC28A CDKN1 P34CDC2;CCNB	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5557	CDC2-CCNA2 complex	Human	None	None	P06493;P20248	983;890	MI:0019- coimmunoprecipitation	GO:0007049	cell cycle	10.03	cell cycle	8423786	Cyclin-dependent kinase 1 ;Cyclin-A2	CDK1;CCNA2	CDC2 CDC28A CDKN1 P34CDC2;CCN1 CCNA	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5642	Securin-separase complex	Human	None	None	O95997;Q14674	9232;9700	MI:0027- cosedimentation; MI:0071- molecular sieving	GO:0000280;GO:0007059	nuclear division;chromosome segregation	10.03.04.07;10.03.04.05	nuclear division;chromosome segregation/division	15880121	Securin ;Separin	PTTG1;ESPL1	EAP1 PTTG TUTR1;ESP1 KIAA0165	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5643	ESPL1-CDC2 complex	Human	None	None	P06493;Q14674	983;9700	MI:0019- coimmunoprecipitation	GO:0000280;GO:0007059	nuclear division;chromosome segregation	10.03.04.07;10.03.04.05	nuclear division;chromosome segregation/division	15989971	Cyclin-dependent kinase 1 ;Separin	CDK1;ESPL1	CDC2 CDC28A CDKN1 P34CDC2;ESP1 KIAA0165	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	537	0.30459444129325	6.56610800744879	0	Cal33-HSC6
5648	FARP2-NRP1-PlexinA3 complex	Human	None	HEK 293 cells	O14786;O94887;P51805	8829;9855;55558	MI:0019- coimmunoprecipitation	GO:0023052;GO:0007399	signaling;nervous system development	30.01;47.03.01	cellular signalling;nervous system	16286926	Neuropilin-1;FERM, RhoGEF and pleckstrin domain-containing protein 2 ;Plexin-A3	NRP1;FARP2;PLXNA3	NRP VEGF165R;KIAA0793 PLEKHC3;PLXN4 SEX	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
5663	TRIM27-RB1 complex	Human	None	None	P06400;P14373	5925;5987	MI:0096- pull down; MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated	11.02.03.04	transcriptional control	15837424	Retinoblastoma-associated protein ;Zinc finger protein RFP	RB1;TRIM27	;RFP RNF76	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5669	PlexinA3-Nrp1 complex	Mammalia	None	COS cells	O14786;P51805	8829;55558	MI:0007- anti tag coimmunoprecipitation	GO:0023052;GO:0010183;GO:0007399	signaling;pollen tube guidance;nervous system development	30.01;40.01.03.03;47.03.01	cellular signalling;guidance of longitudinal cell extension (e.g. pollen tube guidance, axonal pathfinding);nervous system	10520995	Neuropilin-1;Plexin-A3	NRP1;PLXNA3	NRP VEGF165R;PLXN4 SEX	None	Human is used as reference organism	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5759	PLXNA3-RANBPM complex	Human	None	HEK 293T cells	P51805;Q96S59	55558;10048	MI:0007- anti tag coimmunoprecipitation	GO:0000301;GO:0023052;GO:0010183	retrograde transport, vesicle recycling within Golgi;signaling;pollen tube guidance	20.09.07.07;30.01;40.01.03.03	retrograde transport;cellular signalling;guidance of longitudinal cell extension (e.g. pollen tube guidance, axonal pathfinding)	16672672	Plexin-A3 ;Ran-binding protein 9	PLXNA3;RANBP9	PLXN4 SEX;RANBPM	None	None	RanBPM has the potential to link Plexin-A receptors to retrograde transport and microtubule function in axonal guidance.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5811	p53-BCL2 complex	Mammalia	None	None	P04637;P10415	7157;596	MI:0019- coimmunoprecipitation	GO:0006915;GO:0005739	apoptotic process;mitochondrion	40.10.02;70.16	apoptosis (type I programmed cell death);mitochondrion	12667443	Cellular tumor antigen p53;Apoptosis regulator Bcl-2	TP53;BCL2	P53;None	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5812	p53-BCL2 complex	Mammalia	None	None	P04637;Q07817	7157;598	MI:0019- coimmunoprecipitation	GO:0006915;GO:0005739	apoptotic process;mitochondrion	40.10.02;70.16	apoptosis (type I programmed cell death);mitochondrion	12667443	Cellular tumor antigen p53;Bcl-2-like protein 1	TP53;BCL2L1	P53;BCL2L BCLX	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5922	RAF1-RAS complex, EGF induced	Human	None	None	P01112;P04049	3265;5894	MI:0006-anti bait coimmunoprecipitation	GO:0023052;GO:0005886	signaling;plasma membrane	30.01;70.02	cellular signalling;eukaryotic plasma membrane / membrane attached	16364920	GTPase HRas;RAF proto-oncogene serine/threonine-protein kinase	HRAS;RAF1	HRAS1;RAF	None	None	The authors showed that whereas EGF induces complex formation between RAS and C-RAF, and (G12V)RAS binds directly to C-RAF, a RAS:C-RAF complex is not induced by the impaired activity mutants of B-RAF or by (V600E)B-RAF.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5923	RAF1-BRAF complex, RAS stimulated	Human	None	Cos cells	P04049;P15056	5894;673	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	16364920	RAF proto-oncogene serine/threonine-protein kinase;Serine/threonine-protein kinase B-raf	RAF1;BRAF	RAF;BRAF1, RAFB1	None	None	The authors found that C-RAF binds to B-RAF only under activating conditions, whereas mutant B-RAF binds to C-RAF constitutively. Additionally they showed that wild-type B-RAF can also activate C-RAF, but that C-RAF does not activate B-RAF.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5924	RAF1-CNK1 complex, RAS stimulated	Human	None	HEK 293T cells	P04049;Q969H4	5894;10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	RAF proto-oncogene serine/threonine-protein kinase;Connector enhancer of kinase suppressor of ras 1	RAF1;CNKSR1	RAF;CNK1	None	None	The authors described that the interaction between the wild-type proteins of Raf and CNK was detectable but weak. Further they showed that coexpression of activated RasV12 enhanced the association between the two proteins, indicating that Raf-1 preactivated by RasV12 undergoes a conformational change that improves its binding to CNK1.	Homo sapiens (Human);Homo sapiens (Human)	2	2	537	0.30459444129325	6.56610800744879	0	Cal33-HSC6
5925	BRAF-CNK1 complex, not RAS stimulated	Human	None	HEK 293T cells	P15056;Q969H4	673;10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	Serine/threonine-protein kinase B-raf;Connector enhancer of kinase suppressor of ras 1	BRAF;CNKSR1	BRAF1, RAFB1;CNK1	None	None	The authors showed that in contrast to Raf-1, B-Raf bound to CNK1 without the coexpression of activated Ras.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
5926	CNK1 homodimer complex	Human	None	HEK 293T cells	Q969H4	10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	Connector enhancer of kinase suppressor of ras 1	CNKSR1	CNK1	None	None	The authors showed that coexpression of activators of the MAP kinase pathway such as RasV12 or the constitutively active MEK mutant MEK-Glu-217/Glu-221  strongly induced dimerization of the CNK proteins.	Homo sapiens (Human)	1	1	537	0.152297220646625	6.56610800744879	0	Cal33-HSC6
5928	CNK1-SRC-RAF1 complex	Human	None	HEK 293T cells	P04049;P12931;Q969H4	5894;6714;10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	RAF proto-oncogene serine/threonine-protein kinase;Proto-oncogene tyrosine-protein kinase Src;Connector enhancer of kinase suppressor of ras 1	RAF1;SRC;CNKSR1	RAF;SRC1;CNK1	None	None	The results indicated that CNK1 regulates the Src-dependent activation of Raf-1 only under optimized conditions. Too low or too high amounts of CNK1 prevented the formation of the trimeric complex and promoted dimerization between CNK1 and Src or Raf-1, thereby preventing activation of Raf-1 by Src. The authors describe that CNK1 acts as a scaffold protein that assembles and coordinates two kinases of a single signaling pathway.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
6069	ESR1-GRIP1 complex	Human	None	U-937	P03372;Q9Y3R0	2099;23426	MI:0045- experimental	None	None	None	None	10611355	Estrogen receptor;Glutamate receptor-interacting protein 1	ESR1;GRIP1	ESR, NR3A1;None	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
