ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
2776	RAD50-BRCA1 complex	Human	None	None	P38398;Q92878	672;10111	MI:0007- anti tag coimmunoprecipitation; MI:0226- ion exchange chromatography	GO:0006281;GO:0005634	DNA repair;nucleus	10.01.05.01;70.10	DNA repair;nucleus	11504724	Breast cancer type 1 susceptibility protein;DNA repair protein RAD50	BRCA1;RAD50	RNF53;	BRCA1 is involved in breast cancer.	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
2818	BRCA1-BARD1-BRCA2-DNA damage complex III	Human	None	None	P38398;P51587;Q99728	672;675;580	MI:0029- cosedimentation through density gradients; MI:0006- anti bait coimmunoprecipitation	GO:0006260;GO:0006281;GO:0000075;GO:0006974;GO:0005634	DNA replication;DNA repair;cell cycle checkpoint;cellular response to DNA damage stimulus;nucleus	10.01.03;10.01.05.01;10.03.01.03;32.01.09;70.10	DNA synthesis and replication;DNA repair;cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle);DNA damage response;nucleus	16391231	Breast cancer type 1 susceptibility protein;Breast cancer type 2 susceptibility protein ;BRCA1-associated RING domain protein 1	BRCA1;BRCA2;BARD1	RNF53;FACD FANCD1;	BRCA1 is involved in breast cancer.	None	This complex occurs after exposure to UV irradiation.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
2819	BRCA1-CtIP-CtBP complex	Human	None	None	P38398;Q13363;Q99708	672;1487;5932	MI:0006- anti bait coimmunoprecipitation	GO:0006281;GO:2001141;GO:0006355;GO:0006974;GO:0005634	DNA repair;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cellular response to DNA damage stimulus;nucleus	10.01.05.01;11.02.03.04;32.01.09;70.10	DNA repair;transcriptional control;DNA damage response;nucleus	10196224	Breast cancer type 1 susceptibility protein;C-terminal-binding protein 1;DNA endonuclease RBBP8	BRCA1;CTBP1;RBBP8	RNF53;CTBP;CTIP	BRCA1 is involved in breast cancer.	None	BRCA1 binds to CtBP through CtIP. Binding of BRCA1 to CtIP/CtBP is critical in mediating transcriptional regulation of p21 in response to DNA damage.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
2833	SRm160-SRm300 complex	Human	None	None	Q8IYB3;Q9UQ35	10250;23524	MI:0019- coimmunoprecipitation	GO:0008380;GO:0003723;GO:0016363	RNA splicing;RNA binding;nuclear matrix	11.04.03.01;16.03.03;70.10.06	splicing;RNA binding;nuclear matrix	9531537	Serine/arginine repetitive matrix protein 1 ;Serine/arginine repetitive matrix protein 2	SRRM1;SRRM2	SRM160;KIAA0324 SRL300 SRM300	None	None	The authors demonstrate that although SRm160/300 can promote splicing in the absence of U1 snRNP, under normal splicing reaction conditions containing endogenous levels of SR family proteins, SRm160/300 associates with pre-mRNA by a U1 snRNP-dependent pathway and its binding to pre-mRNA is further stabilized by U2 snRNP. SRm160/300 also associates preferentially with a subset of specific SR proteins comigrating with SRp40 and SRp75. The results indicate that SRm160/300 and SR family proteins have overlapping but nonreciprocal functions and that cooperative interactions between these factors is critical for the splicing of specific pre-mRNAs.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
2839	ATRX-DAXX complex	Human	ATRX chromatin-remodeling complex	None	P46100;Q9UER7	546;1616	MI:0006- anti bait coimmunoprecipitation; MI:0071- molecular sieving	GO:0006794;GO:0006796;GO:0006265;GO:2001141;GO:0006355;GO:0051276;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;chromosome organization;nucleus	01.04;10.01.09.05;11.02.03.04;42.10.03;70.10	phosphate metabolism;DNA conformation modification (e.g. chromatin);transcriptional control;organization of chromosome structure;nucleus	12953102	Transcriptional regulator ATRX ;Death domain-associated protein 6	ATRX;DAXX	RAD54L XH2;BING2 DAP6	None	Two other subunits of the complex were found in the analysis, which have not been further characterized: DAP50 and DAP60.	ATRX and DAXX colocalize in promyelocytic leukemia nuclear bodies. The level of this complex is significantly decreased in an ATRX patient cell line.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
2842	DAXX-Axin-p53-HIPK2 complex	Human	None	None	O15169;P04637;Q9H2X6;Q9UER7	8312;7157;28996;1616	MI:0006- anti bait coimmunoprecipitation	GO:0006794;GO:0006796;GO:2001141;GO:0006355;GO:0006468;GO:0006470;GO:0046777;GO:0009314;GO:0006915;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein phosphorylation;protein dephosphorylation;protein autophosphorylation;response to radiation;apoptotic process;nucleus	01.04;11.02.03.04;14.07.03;32.01.13;40.10.02;70.10	phosphate metabolism;transcriptional control;modification by phosphorylation, dephosphorylation, autophosphorylation;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death);nucleus	17210684	Axin-1 ;Cellular tumor antigen p53;Homeodomain-interacting protein kinase 2;Death domain-associated protein 6	AXIN1;TP53;HIPK2;DAXX	AXIN;P53;None;BING2 DAP6	None	None	Axin tethers DAXX to the tumor suppressor p53. UV induces colocalization of Axin, DAXX and HIPK2 in the nucleus.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1158	1.31366988088486	2.28367875647668	0.0115928913185367	Cal33-HSC6
2843	ATRX-DAXX complex	Human	ATRX chromatin-remodeling complex	None	P46100;Q9UER7	546;1616	MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006265;GO:2001141;GO:0006355;GO:0051276;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;chromosome organization;nucleus	01.04;10.01.09.05;11.02.03.04;42.10.03;70.10	phosphate metabolism;DNA conformation modification (e.g. chromatin);transcriptional control;organization of chromosome structure;nucleus	14990586	Transcriptional regulator ATRX ;Death domain-associated protein 6	ATRX;DAXX	RAD54L XH2;BING2 DAP6	None	None	DAXX regulates ATRX activity by altering its cellular localization. DAXX targets ATRX to the promyelocytic leukemia protein nuclear bodies.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
2844	Axin-p53-HIPK2 complex	Human	None	None	O15169;P04637;Q9H2X6	8312;7157;28996	MI:0006- anti bait coimmunoprecipitation	GO:2001141;GO:0006355;GO:0009314;GO:0006915;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to radiation;apoptotic process;nucleus	11.02.03.04;32.01.13;40.10.02;70.10	transcriptional control;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death);nucleus	15526030	Axin-1 ;Cellular tumor antigen p53;Homeodomain-interacting protein kinase 2	AXIN1;TP53;HIPK2	AXIN;P53;None	None	None	Axin stimulates the transcriptional activity of p53 selectively toward some of the p53 target genes, and induces p53-dependent cell death through facilitating HIPK2 phosphorylation of Ser(46).	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
2923	SHARP-CtBP1-CtIP complex	Human	None	None	Q13363;Q96T58;Q99708	1487;23013;5932	MI:0007- anti tag coimmunoprecipitation	GO:0045892;GO:0003677;GO:0007219;GO:0005634	negative regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.03;16.03.01;30.05.02.14;70.10	transcription repression;DNA binding;Notch-receptor signalling pathway;nucleus	16287852	C-terminal-binding protein 1;Msx2-interacting protein ;DNA endonuclease RBBP8	CTBP1;SPEN;RBBP8	CTBP;KIAA0929 MINT SHARP;CTIP	None	None	CtIP and CtBP augment SHARP-mediated repression.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
2930	SHARP-CtIP-RBP-Jkappa complex	Human	None	None	Q06330;Q96T58;Q99708	3516;23013;5932	MI:0007- anti tag coimmunoprecipitation	GO:0045892;GO:0003677;GO:0007219;GO:0005634	negative regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.03;16.03.01;30.05.02.14;70.10	transcription repression;DNA binding;Notch-receptor signalling pathway;nucleus	16287852	Recombining binding protein suppressor of hairless ;Msx2-interacting protein ;DNA endonuclease RBBP8	RBPJ;SPEN;RBBP8	IGKJRB IGKJRB1 RBPJK RBPSUH;KIAA0929 MINT SHARP;CTIP	None	None	The ternary complex is formed only when both SHARP and CtIP are expressed.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
2966	NuMA-LGN-G-alpha-i-1 complex	Human	None	None	P63096;P81274;Q14980	2770;29899;4926	MI:0096- pull down;MI:0007- anti tag coimmunoprecipitation	GO:0000278;GO:0051726;GO:0051225;GO:0007098	mitotic cell cycle;regulation of cell cycle;spindle assembly;centrosome cycle	10.03.01.01;10.03.01;10.03.05.01	mitotic cell cycle;mitotic cell cycle and cell cycle control;spindle pole body/centrosome and microtubule cycle	15537540	Guanine nucleotide-binding protein G;G-protein-signaling modulator 2 ;Nuclear mitotic apparatus protein 1	GNAI1;GPSM2;NUMA1	;LGN;NMP22 NUMA	None	None	The authors propose that the trimeric NuMA-LGN-G-alpha complex regulates the interaction of aster MTs with the cell cortex. They analyzed with a FRET biosensor that LGN behaves as a conformational switch: in its closed state, the N and C termini interact, but NuMA or G-alpha-i can disrupt this association, allowing LGN to interact simultaneously with both proteins, resulting in their cortical localization.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
3004	APC-Axin-1-beta-catenin complex	Human	23S APC-containing complex	None	O15169;P25054;P35222	8312;324;1499	MI:0029- cosedimentation through density gradients	GO:0016055	Wnt signaling pathway	30.05.02.20	Wnt signalling pathway	16188939	Axin-1 ;Adenomatous polyposis coli protein;Catenin beta-1	AXIN1;APC;CTNNB1	AXIN;DP2.5;CTNNB	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	1158	0.985252410663642	3.04490500863558	0	Cal33-HSC6
3078	DGCR8-NCL complex	Human	None	None	P19338;Q8WYQ5	4691;54487	MI:0007- anti tag coimmunoprecipitation; MI:0416- fluorescence microscopy	GO:0006396;GO:0003723;GO:0005730	RNA processing;RNA binding;nucleolus	11.04;16.03.03;70.10.07	RNA processing;RNA binding;nucleolus	17765891	Nucleolin ;Microprocessor complex subunit DGCR8	NCL;DGCR8	;C22orf12 DGCRK6	None	None	The authors demonstrated that certain RNA may be involved in the interaction between DGCR8 and Nucleolin, and removal of RNA induces dissociation of these two proteins. The results suggest that DGCR8 may be involved in maturation of miRNA at the nucleolus and nucleoplasm with Nucleolin.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	Human	None	brain	P06748;P09874;P19338;P34932;Q02880;Q04724;Q15233;Q92878	4869;142;4691;3308;7155;7088;4841;10111	MI:0071- molecular sieving	GO:0045892;GO:0005515;GO:0003677;GO:0051098;GO:0051090;GO:0030182;GO:0005634	negative regulation of transcription, DNA-templated;protein binding;DNA binding;regulation of binding;regulation of sequence-specific DNA binding transcription factor activity;neuron differentiation;nucleus	11.02.03.04.03;16.01;16.03.01;18.01.07;18.02.09;43.03.13;70.10	transcription repression;protein binding;DNA binding;regulation by binding / dissociation;regulator of transcription factor;neuron;nucleus	15607978	Nucleophosmin ;Poly [ADP-ribose] polymerase 1;Nucleolin ;Heat shock 70 kDa protein 4;DNA topoisomerase 2-beta ;Transducin-like enhancer protein 1;Non-POU domain-containing octamer-binding protein;DNA repair protein RAD50	NPM1;PARP1;NCL;HSPA4;TOP2B;TLE1;NONO;RAD50	NPM;ADPRT PPOL;;APG2;;None;NRB54;	None	None	The TLE1 complex is required for HES1-mediated transcription repression. PARP1 is inactive in the TLE1 complex. After Ca(2+) induction, kinase CaMKII-delta activates PARP1 leading to dismissal of the TLE1 corepresspor complex from HES1.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	8	5	1158	2.62733976176971	1.90306563039724	0.0180842958160999	Cal33-HSC6
3166	AXIN-APC-betaCatenin-GSK3B complex	Human	None	None	O15169;P25054;P35222;P49841	8312;324;1499;2932	MI:0019- coimmunoprecipitation	GO:0006468;GO:0006470;GO:0046777;GO:0016055	protein phosphorylation;protein dephosphorylation;protein autophosphorylation;Wnt signaling pathway	14.07.03;30.05.02.20	modification by phosphorylation, dephosphorylation, autophosphorylation;Wnt signalling pathway	10906131	Axin-1 ;Adenomatous polyposis coli protein;Catenin beta-1;Glycogen synthase kinase-3 beta	AXIN1;APC;CTNNB1;GSK3B	AXIN;DP2.5;CTNNB;None	None	None	Interactions:  The RGS domains of Axin and conductin interact directly with the region containing the third to seventh 20-aa repeats of APC. The interaction of APC with Axin is important for regulating the stability of b-catenin. APC promotes a GSK-3b-dependent phosphorylation of b-catenin by interacting with Axin, thereby down-regulating b-catenin. APC binds not to GSK-3b but forms a complex with GSK-3b when Axin is present.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1158	1.31366988088486	2.28367875647668	0.0115928913185367	Cal33-HSC6
3168	DAXX-AXIN complex	Human	None	HEK 293T cells	O15169;Q9UER7	8312;1616	MI:0007- anti tag coimmunoprecipitation	GO:0051098;GO:0005515;GO:0019209;GO:0051090;GO:0009314;GO:0006915	regulation of binding;protein binding;kinase activator activity;regulation of sequence-specific DNA binding transcription factor activity;response to radiation;apoptotic process	18.01.07;16.01;18.02.01.01.05;18.02.09;32.01.13;40.10.02	regulation by binding / dissociation;protein binding;kinase activator;regulator of transcription factor;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death)	17210684	Axin-1 ;Death domain-associated protein 6	AXIN1;DAXX	AXIN;BING2 DAP6	None	None	The Daxx-Axin complex formation is enhanced by UV-irradiation.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
3170	Daxx-Axin-p53 complex	Human	None	HEK 293T cells	O15169;P04637;Q9UER7	8312;7157;1616	MI:0007- anti tag coimmunoprecipitation	GO:2001141;GO:0006355;GO:0009314;GO:0006915;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to radiation;apoptotic process;nucleus	11.02.03.04;32.01.13;40.10.02;70.10	transcriptional control;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death);nucleus	17210684	Axin-1 ;Cellular tumor antigen p53;Death domain-associated protein 6	AXIN1;TP53;DAXX	AXIN;P53;BING2 DAP6	None	None	Axin enhances the interaction between DAXX and p53 in a dose-dependent manner. DAXX does not directly interact with p53, but through a bridge by Axin. DAXX-Axin-p53 complex promotes HIPK2 phosphorylation of p53 at Ser(46).	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	1158	0.985252410663642	3.04490500863558	0	Cal33-HSC6
3172	NUMB-TP53-MDM2 complex	Human	None	None	P04637;P49757;Q00987	7157;8650;4193	MI:0019- coimmunoprecipitation	GO:0005515;GO:0007219;GO:0023052	protein binding;Notch signaling pathway;signaling	16.01;30.05.02.14;30.01	protein binding;Notch-receptor signalling pathway;cellular signalling	18172499	Cellular tumor antigen p53;Protein numb homolog;E3 ubiquitin-protein ligase Mdm2	TP53;NUMB;MDM2	P53;None;	In breast cancers, loss of NUMB expression causes increased activity of the receptor NOTCH. Thus, in these cancers, a single event-loss of NUMB expression determines activation of an oncogene (NOTCH) and attenuation of the p53 tumour suppressor pathway.	None	NUMB enters in a tricomplex with p53 and the E3 ubiquitin ligase MDM2, thereby preventing ubiquitination and degradation of p53. This results in increased p53 protein levels and activity, and in regulation of p53-dependent phenotypes.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
3173	CIN85 homotetramer complex	Human	None	None	Q96B97	30011	MI:0031- protein cross-linking with a bifunctional reagent	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	30.05.01.12	transmembrane receptor protein tyrosine kinase signalling pathways	11071869	SH3 domain-containing kinase-binding protein 1	SH3KBP1	CIN85	None	None	CIN85 interacted with itself via its coiledcoil region, regardless of EGF stimulation.	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
3269	RB1-HDAC1-BRG1 complex	Human	None	None	P06400;P51532;Q13547	5925;6597;3065	MI:0007- anti tag coimmunoprecipitation	GO:0006265;GO:0007050;GO:0045892;GO:0051276;GO:0005634	DNA topological change;cell cycle arrest;negative regulation of transcription, DNA-templated;chromosome organization;nucleus	10.01.09.05;10.03.01.02;11.02.03.04.03;42.10.03;70.10	DNA conformation modification (e.g. chromatin);cell cycle arrest;transcription repression;organization of chromosome structure;nucleus	10778858	Retinoblastoma-associated protein ;Transcription activator BRG1;Histone deacetylase 1	RB1;SMARCA4;HDAC1	;BAF190A BRG1 SNF2B SNF2L4;RPD3L1	None	None	Rb forms a repressor containing histone deacetylase (HDAC) and the hSWI/SNF nucleosome remodeling complex, which inhibits transcription of genes for cyclins E and A and arrests cells in the G1 phase of the cell cycle.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
3678	RIN1-STAM2-EGFR complex, EGF stimulated	Human	None	HEK 293 cells	O75886;P00533;Q13671	10254;1956;9610	MI:0006- anti bait coimmunoprecipitation	GO:0006886;GO:0006605;GO:0015031;GO:0006897;GO:0007173;GO:0005768	intracellular protein transport;protein targeting;protein transport;endocytosis;epidermal growth factor receptor signaling pathway;endosome	14.04;20.01.10;20.09.18.09.01;30.05.01.12.01;70.22	protein targeting, sorting and translocation;protein transport;endocytosis;EGF-receptor signalling pathway;endosome	17403676	Signal transducing adapter molecule 2 ;Epidermal growth factor receptor;Ras and Rab interactor 1	STAM2;EGFR;RIN1	HBP;ERBB, ERBB1, HER1;	None	None	It seems that Rin1 plays dual roles, one facilitating cytoskeletal-dependent cellular movement and a second facilitating vesicle trafficking and receptor degradation.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
5146	RB1-TFAP2A complex	Human	None	None	P05549;P06400	7020;5925	MI:0019- coimmunoprecipitation	GO:0045893	positive regulation of transcription, DNA-templated	11.02.03.04.01	transcription activation	9632747	Transcription factor AP-2-alpha ;Retinoblastoma-associated protein	TFAP2A;RB1	AP2TF TFAP2;	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
5171	SH3KBP1-CBLB-EGFR complex	Human	None	HEK 293T cells, HeLa cells	P00533;Q13191;Q96B97	1956;868;30011	MI:0007- anti tag coimmunoprecipitation	GO:0006898;GO:0007169	receptor-mediated endocytosis;transmembrane receptor protein tyrosine kinase signaling pathway	20.09.18.09.01.01;30.05.01.12	receptor-mediated endocytosis;transmembrane receptor protein tyrosine kinase signalling pathways	12177062	Epidermal growth factor receptor;E3 ubiquitin-protein ligase CBL-B ;SH3 domain-containing kinase-binding protein 1	EGFR;CBLB;SH3KBP1	ERBB, ERBB1, HER1;RNF56;CIN85	None	None	Growth factor stimulation led to a complex formation between endogenous SH3KBP1, Cbl-b and EGF or PDGF receptors in several cell lines. The results suggested that SH3KBP1 binding to Cbl-b is important for EGF receptor internalization, although it has no effect on Cbl-b-induced receptor ubiquitination.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
5177	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)	Human	None	epithelium	P12814;P12830;P12931;P14923;P18206;P35222;P49023;P56945;P98161;Q05397;Q9Y490	87;999;6714;3728;7414;1499;5829;9564;5310;5747;7094	MI:0029- cosedimentation through density gradients	GO:0007155;GO:0030855;GO:0002009;GO:0001822	cell adhesion;epithelial cell differentiation;morphogenesis of an epithelium;kidney development	34.07;45.03.09;47.03.07.01	cell adhesion;epithelium;kidney	11113628	Alpha-actinin-1 ;Cadherin-1;Proto-oncogene tyrosine-protein kinase Src;Junction plakoglobin ;Vinculin ;Catenin beta-1;Paxillin;Breast cancer anti-estrogen resistance protein 1;Polycystin-1;Focal adhesion kinase 1;Talin-1	ACTN1;CDH1;SRC;JUP;VCL;CTNNB1;PXN;BCAR1;PKD1;PTK2;TLN1	;CDHE UVO;SRC1;CTNNG DP3;;CTNNB;;CAS CASS1 CRKAS;None;FAK FAK1;KIAA1027 TLN	PKD1 is involved in autosomal dominant polycystic kidney disease (ADPKD).	None	The results suggest that polycystin-1 complexes are present in focal adhesions in subconfluent cells  and in both focal adhesions and cell\u2013cell adherens complexes in confluent cells.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	11	6	1158	3.61259217243335	1.66085727743759	0.0354146551263709	Cal33-HSC6
5318	DDEF1-CTTN-PXN complex	Human	None	MDA-MB-231 cells, 4T1-Luc cells	P49023;Q14247;Q9ULH1	5829;2017;50807	MI:0006- anti bait coimmunoprecipitation	GO:0007010	cytoskeleton organization	42.04	cytoskeleton/structural proteins	15719014	Paxillin;Src substrate cortactin;Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	PXN;CTTN;ASAP1	;EMS1;DDEF1 KIAA1249	None	None	This co-precipitation was only detected in highly invasive cells, such as MDA-MB-231 and 4T1/luc, but was undetectable in weak or noninvasive cells, such as MDA-MB-468 and MCF7, as well as in normal mammary epithelial cells. The authors describe that AMAP1 bridges cortactin and paxillin in highly invasive cells.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
5373	Chromatin remodeling complex (TACC2, TACC3, PCAF)	Human	None	None	O95359;Q92831;Q9Y6A5	10579;8850;10460	MI:0019- coimmunoprecipitation	GO:0006265	DNA topological change	10.01.09.05	DNA conformation modification (e.g. chromatin)	14767476	Transforming acidic coiled-coil-containing protein 2 ;Histone acetyltransferase KAT2B;Transforming acidic coiled-coil-containing protein 3	TACC2;KAT2B;TACC3	;PCAF;ERIC1	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
5643	ESPL1-CDC2 complex	Human	None	None	P06493;Q14674	983;9700	MI:0019- coimmunoprecipitation	GO:0000280;GO:0007059	nuclear division;chromosome segregation	10.03.04.07;10.03.04.05	nuclear division;chromosome segregation/division	15989971	Cyclin-dependent kinase 1 ;Separin	CDK1;ESPL1	CDC2 CDC28A CDKN1 P34CDC2;ESP1 KIAA0165	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
5648	FARP2-NRP1-PlexinA3 complex	Human	None	HEK 293 cells	O14786;O94887;P51805	8829;9855;55558	MI:0019- coimmunoprecipitation	GO:0023052;GO:0007399	signaling;nervous system development	30.01;47.03.01	cellular signalling;nervous system	16286926	Neuropilin-1;FERM, RhoGEF and pleckstrin domain-containing protein 2 ;Plexin-A3	NRP1;FARP2;PLXNA3	NRP VEGF165R;KIAA0793 PLEKHC3;PLXN4 SEX	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
5730	IKBKG homotrimer complex	Human	None	None	Q9Y6K9	8517	MI:0018- two hybrid; MI:0030- cross-linking studies	GO:0030234;GO:0050790	enzyme regulator activity;regulation of catalytic activity	18.02.01	enzymatic activity regulation / enzyme regulator	12435599	NF-kappa-B essential modulator	IKBKG	FIP3, NEMO	None	None	None	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
5827	IKBKG tetramer complex	Human	None	HeLa cells	Q9Y6K9	8517	MI:0030- cross-linking studies	GO:0007249	I-kappaB kinase/NF-kappaB signaling	30.01.05.01.04	NIK-I-kappaB/NF-kappaB cascade	12612076	NF-kappa-B essential modulator	IKBKG	FIP3, NEMO	None	None	Cross link agent EGS appears to cross-link preferentially the IKK-gamma subunits in the IKK-alpha-IKK-beta-IKK-gamma holocomplex.	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
5918	KSR1 homooligomer complex	Human	None	HEK 293 cells	Q8IVT5	8844	MI:0007- anti tag coimmunoprecipitation	GO:0000165	MAPK cascade	30.01.05.01.03	MAPKKK cascade	18332145	Kinase suppressor of Ras 1	KSR1	KSR	None	None	The authors found that KSR1 homo-oligomerization is required to couple distinct KSR\u00b7MEK and KSR\u00b7B-Raf complexes to allow MEK activation. IMP (the Ras effector and ubiquitin-protein isopeptide ligase family member) association blocks KSR1 homo-oligomerization.	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
5920	KSR1-RAF1-MEK complex	Human	None	HEK 293 cells	P04049;Q02750;Q8IVT5	5894;5604;8844	MI:0007-anti tag coimmunoprecipitation	GO:0000165	MAPK cascade	30.01.05.01.03	MAPKKK cascade	18332145	RAF proto-oncogene serine/threonine-protein kinase;Dual specificity mitogen-activated protein kinase kinase 1;Kinase suppressor of Ras 1	RAF1;MAP2K1;KSR1	RAF;MEK1, PRKMK1;KSR	None	Since the authors did not specify Mek, we used isoform Mek1.	IMP (Ras effector and ubiquitin-protein isopeptide ligase family member)  significantly inhibited the association of c-Raf with KSR1. This is in stark contrast to the insensitivity of KSR1\u00b7B-Raf complexes to IMP expression.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
