Protein	Gene	ProteinName	EntrezID	ProteinRef	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
P28370	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	6594	P28370	Cal33-HSC6	0.227906081856974	0.19386033636256	1.17561996503886	6	0.284278641741383	0.381755881613059	NA	0.446428571428571	0.160714285714286
P28482	MAPK1	mitogen-activated protein kinase 1	5594	P28482	Cal33-HSC6	-2.56962364120131	0.219404725969963	-11.7117971358243	6	2.33737642894027e-05	0.000621694630375469	NA	0.34375	0.34375
P28715	ERCC5	ERCC excision repair 5, endonuclease	2073	P28715	Cal33-HSC6	-1.20410030914349	0.0970945524501054	-12.4013168479483	6	1.67820617638093e-05	0.000518969631714818	NA	0.53125	0.34375
P28749	RBL1	RB transcriptional corepressor like 1	5933	P28749	Cal33-HSC6	1.09003757779577	0.127894507997846	8.52294281326081	6	0.000142954889259528	0.00173728384504709	NA	0.16875	0.16875
P29317	EPHA2	EPH receptor A2	1969	P29317	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.803571428571429	0.0892857142857143
P29323	EPHB2	EPH receptor B2	2048	P29323	Cal33-HSC6	-1.16495200929795	0.428030407312382	-2.72165712855011	6	0.0345666373418974	0.074566513073578	NA	0.416666666666667	0.0833333333333333
P29350	PTPN6	protein tyrosine phosphatase non-receptor type 6	5777	P29350	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0.25
P29353	SHC1	SHC adaptor protein 1	6464	P29353	Cal33-HSC6	1.85400221470932	0.32294872297133	5.74085631195982	5	0.00224736113121593	0.0102810313818844	NA	0.125	0
P29372	MPG	N-methylpurine DNA glycosylase	4350	P29372	Cal33-HSC6	0.682498821576073	0.197638494833173	3.45326866687672	6	0.013578581323316	0.0365153740991877	NA	0.458333333333333	0.458333333333333
P29374	ARID4A	AT-rich interaction domain 4A	5926	P29374	Cal33-HSC6	-1.0535703942652	0.193998731092942	-5.43081074979014	6	0.00161626295581119	0.00831370153683816	NA	0.1875	0.1875
P29375	KDM5A	lysine demethylase 5A	5927	P29375	Cal33-HSC6	-0.170426720825645	0.698111933041538	-0.244125207949288	5	0.816834902592575	0.865203702546493	NA	0.125	0
P29558	RBMS1	RNA binding motif single stranded interacting protein 1	5937	P29558	Cal33-HSC6	0.502651922017146	0.162563228437438	3.09203949041029	6	0.0213321941066318	0.0516514874794795	NA	0.34375	0.34375
P29590	PML	PML nuclear body scaffold	5371	P29590	Cal33-HSC6	-0.516314848855983	0.134005074801474	-3.85294996940148	6	0.00843102934099971	0.026012013005565	NA	0.447916666666667	0.322916666666667
P29692	EEF1D	eukaryotic translation elongation factor 1 delta	1936	P29692	Cal33-HSC6	-0.443085321030655	0.1979918430807	-2.23789684532638	6	0.0665392313131361	0.123678291010523	NA	0.303571428571429	0.208333333333333
P29966	MARCKS	myristoylated alanine rich protein kinase C substrate	4082	P29966	Cal33-HSC6	0.0496163395514493	0.174422829527932	0.284460123056907	6	0.7856202693611	0.838069663216093	NA	0.3375	0.1875
P30050	RPL12	ribosomal protein L12	6136	P30050	Cal33-HSC6	-0.252675098289804	0.301630961271776	-0.837696160979106	6	0.434294808359385	0.534930239774191	NA	0.0833333333333334	0.0833333333333333
P30086	PEBP1	phosphatidylethanolamine binding protein 1	5037	P30086	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P30260	CDC27	cell division cycle 27	996	P30260	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P30305	CDC25B	cell division cycle 25B	994	P30305	Cal33-HSC6	1.15095057723923	0.677195633779599	1.69958357648511	6	0.140120184152077	0.219234725474307	NA	0.291666666666667	0.291666666666667
P30307	CDC25C	cell division cycle 25C	995	P30307	Cal33-HSC6	-0.329862492486762	0.523646541491965	-0.629933488239842	5	0.556399634964236	0.64608914577904	NA	0.625	0.5
P30411	BDKRB2	bradykinin receptor B2	624	P30411	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P30414	NKTR	natural killer cell triggering receptor	4820	P30414	Cal33-HSC6	-0.118554894323663	0.19683612763378	-0.602302513003296	6	0.569020031936469	0.657893634805938	NA	0.5	0.192307692307692
P30419	NMT1	N-myristoyltransferase 1	4836	P30419	Cal33-HSC6	-1.50613917182905	0.211968884229789	-7.10547294383214	5	0.000855707743128598	0.00546006704232756	NA	0.125	0
P30520	ADSS2	adenylosuccinate synthase 2	159	P30520	Cal33-HSC6	3.68547783771473	0.656941615702722	5.61005384591509	3	0.0111942869564075	0.031556169854367	NA	0.375	0
P30566	ADSL	adenylosuccinate lyase	158	P30566	Cal33-HSC6	0.410873213422849	0.313021888680874	1.31260217984862	6	0.237288021118849	0.332098927139524	NA	0.375	0.375
P30622	CLIP1	CAP-Gly domain containing linker protein 1	6249	P30622	Cal33-HSC6	-1.40122994456859	0.15584748246184	-8.99103355687302	6	0.000105864618517026	0.00152521694732223	NA	0.565217391304348	0.217391304347826
P30838	ALDH3A1	aldehyde dehydrogenase 3 family member A1	218	P30838	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P30989	NTSR1	neurotensin receptor 1	4923	P30989	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.708333333333333	0.0416666666666667
P31321	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	5575	P31321	Cal33-HSC6	0.816741043914509	0.287923477367743	2.83666011324025	6	0.0296968669405331	0.0665879044638432	NA	0.40625	0.40625
P31350	RRM2	ribonucleotide reductase regulatory subunit M2	6241	P31350	Cal33-HSC6	1.94732020237101	0.454808376732709	4.28162782831823	6	0.00519632586614449	0.0182134082852813	NA	0.458333333333333	0.291666666666667
P31431	SDC4	syndecan 4	6385	P31431	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P31689	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	3301	P31689	Cal33-HSC6	1.45210796653303	0.551230138812925	2.6343043754105	6	0.0388352339500275	0.0811360793286664	NA	0.208333333333333	0.208333333333333
P31749	AKT1	AKT serine/threonine kinase 1	207	P31749	Cal33-HSC6	0.193787759185206	0.57275637784707	0.33834238548968	3	0.757400200965674	0.81598213962107	NA	0.375	0
P31930	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	7384	P31930	Cal33-HSC6	0.663793511363374	0.299543085472145	2.21602014387042	6	0.0685725613875279	0.126260469036199	NA	0.0625	0.0625
P31942	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	3189	P31942	Cal33-HSC6	0.0253649925505904	0.301626620873242	0.0840940115867623	6	0.935717305900449	0.955830574907613	NA	0.375	0.375
P31943	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	3187	P31943	Cal33-HSC6	-0.544362962613286	0.158445456040871	-3.43564893696206	6	0.0138747332197187	0.0370303022393832	NA	0.1	0.1
P31947	SFN	stratifin	2810	P31947	Cal33-HSC6	-0.946867509473939	0.474088021034648	-1.99723989525721	6	0.0927804881346166	0.159338227734962	NA	0	0
P31948	STIP1	stress induced phosphoprotein 1	10963	P31948	Cal33-HSC6	0.760509627490221	0.407322370362926	1.86709516300959	6	0.111125407532905	0.183804310433646	NA	0.321428571428571	0.321428571428571
P31949	S100A11	S100 calcium binding protein A11	6282	P31949	Cal33-HSC6	-1.92589316495578	0.385372902411574	-4.99747946185107	1	0.12572766263133	0.201772619868021	NA	0.625	0
P32519	ELF1	E74 like ETS transcription factor 1	1997	P32519	Cal33-HSC6	-1.35653261537265	0.234242324295227	-5.79115076429547	6	0.00116062488275026	0.00662263373956421	NA	0.456521739130435	0.282608695652174
P32926	DSG3	desmoglein 3	1830	P32926	Cal33-HSC6	3.53264425828176	0.25878662037567	13.6507994623276	4	0.000166778152524749	0.00189650584871	NA	0.725	0.175
P32927	CSF2RB	colony stimulating factor 2 receptor subunit beta	1439	P32927	Cal33-HSC6	0.45789687617338	0.266388059760476	1.7189091605123	6	0.136429886026899	0.214675680693071	NA	0	0
P33176	KIF5B	kinesin family member 5B	3799	P33176	Cal33-HSC6	2.17644010090597	0.370850621939535	5.86877834941537	6	0.0010828524590778	0.00633787174577888	NA	0.3	0.3
P33240	CSTF2	cleavage stimulation factor subunit 2	1478	P33240	Cal33-HSC6	-0.440082877128867	0.235911645565682	-1.86545634944647	6	0.111378149232209	0.184031150573614	NA	0.386363636363636	0.204545454545455
P33316	DUT	deoxyuridine triphosphatase	1854	P33316	Cal33-HSC6	0.223940540205907	0.4985745024021	0.44916163808413	6	0.669083294884358	0.745025595692591	NA	0.375	0.375
P33527	ABCC1	ATP binding cassette subfamily C member 1	4363	P33527	Cal33-HSC6	0.422695725248616	0.249648563445418	1.69316305856105	6	0.141367503313307	0.220644181641946	NA	0.430555555555556	0.208333333333333
P33981	TTK	TTK protein kinase	7272	P33981	Cal33-HSC6	-0.219113347062017	0.300597623351281	-0.728925746714765	6	0.493505630647612	0.589835558551801	NA	0.25	0.25
P33991	MCM4	minichromosome maintenance complex component 4	4173	P33991	Cal33-HSC6	-1.76826194745327	0.135457693310143	-13.0539794694766	6	1.24560246757e-05	0.000440666472971429	NA	0.482142857142857	0.339285714285714
P33993	MCM7	minichromosome maintenance complex component 7	4176	P33993	Cal33-HSC6	0.0880317275923296	0.324196447545123	0.271538223996353	6	0.795078176341984	0.846382117510156	NA	0.4375	0.1875
P34897	SHMT2	serine hydroxymethyltransferase 2	6472	P34897	Cal33-HSC6	-1.03229007754324	0.187654570083709	-5.50101219001889	5	0.00271289282765874	0.0117108066375723	NA	0.1875	0.0625
P34932	HSPA4	heat shock protein family A (Hsp70) member 4	3308	P34932	Cal33-HSC6	0.676424227418605	0.670842973184678	1.00831976253315	3	0.387576315672407	0.48814991657474	NA	0.375	0
P35221	CTNNA1	catenin alpha 1	1495	P35221	Cal33-HSC6	-1.50176374562089	0.263955874703658	-5.68944997836066	6	0.00127235872956666	0.0071073512191934	NA	0.352272727272727	0.170454545454545
P35222	CTNNB1	catenin beta 1	1499	P35222	Cal33-HSC6	-1.00205872155711	0.385617516178353	-2.59858196144193	6	0.0407397407146914	0.0845601919397507	NA	0.375	0.303571428571429
P35240	NF2	neurofibromin 2	4771	P35240	Cal33-HSC6	-0.126135897829292	0.491940541348521	-0.256404762826673	5	0.807853909712458	0.857688178901122	NA	0.6875	0.34375
P35251	RFC1	replication factor C subunit 1	5981	P35251	Cal33-HSC6	-1.27646324689724	0.160214535142562	-7.96721249892476	6	0.000208153012899226	0.00214027338520658	NA	0.43	0.23
P35269	GTF2F1	general transcription factor IIF subunit 1	2962	P35269	Cal33-HSC6	-0.4556838129304	0.264326222419703	-1.72394478595035	6	0.135483933044467	0.213660645276664	NA	0.5	0.277777777777778
P35367	HRH1	histamine receptor H1	3269	P35367	Cal33-HSC6	-0.72940183729868	0.508808188649423	-1.4335497218211	5	0.211149607283589	0.303354970027489	NA	0.375	0.25
P35548	MSX2	msh homeobox 2	4488	P35548	Cal33-HSC6	0.309547736981881	0.218321815262444	1.4178506926107	5	0.215433119422893	0.307872106033434	NA	0.4375	0.3125
P35568	IRS1	insulin receptor substrate 1	3667	P35568	Cal33-HSC6	-0.31577191865657	0.151825962823578	-2.07982819791829	6	0.0827544573928547	0.1463021612098	NA	0.358333333333333	0.158333333333333
P35579	MYH9	myosin heavy chain 9	4627	P35579	Cal33-HSC6	-2.30113975328506	0.163947330958239	-14.0358476093228	6	8.15937044107429e-06	0.000342983326821963	NA	0	0
P35580	MYH10	myosin heavy chain 10	4628	P35580	Cal33-HSC6	-0.789797857196356	0.130259713791577	-6.06325497121909	4	0.00373600809660468	0.0144537664393552	NA	0.4375	0.1875
P35606	COPB2	COPI coat complex subunit beta 2	9276	P35606	Cal33-HSC6	0.615681180222143	0.17790096284047	3.46080858918254	6	0.0134539854084288	0.0362993115604895	NA	0.464285714285714	0.0357142857142857
P35611	ADD1	adducin 1	118	P35611	Cal33-HSC6	0.0183121970398484	0.0989497889180338	0.185065549306199	6	0.859274886977053	0.901460046172961	NA	0.439024390243902	0.292682926829268
P35658	NUP214	nucleoporin 214	8021	P35658	Cal33-HSC6	0.374839035807934	0.103314670040797	3.62812982570547	6	0.0109897152196561	0.0311304912907726	NA	0.240740740740741	0.12962962962963
P35659	DEK	DEK proto-oncogene	7913	P35659	Cal33-HSC6	-2.00196439720886	0.537054078382052	-3.72767748685579	2	0.0650246765830778	0.122265670901037	NA	0.5	0
P36021	SLC16A2	solute carrier family 16 member 2	6567	P36021	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.8125	0
P36507	MAP2K2	mitogen-activated protein kinase kinase 2	5605	P36507	Cal33-HSC6	0.520194007114147	0.54944173645958	0.946768278773477	6	0.380309403959852	0.481528112296532	NA	0.484375	0.359375
P36578	RPL4	ribosomal protein L4	6124	P36578	Cal33-HSC6	-0.360735228911347	0.118649261743847	-3.04034954461108	6	0.0227926365876068	0.0540773136325931	NA	0.0625	0.0625
P36871	PGM1	phosphoglucomutase 1	5236	P36871	Cal33-HSC6	4.71855476628222	0.45031988243917	10.4782288108712	6	4.43484600833877e-05	0.000893705676617129	NA	0.166666666666667	0.166666666666667
P36915	GNL1	G protein nucleolar 1 (putative)	2794	P36915	Cal33-HSC6	0.350368245853033	0.239543773836429	1.46264810076959	6	0.193885854618242	0.282144680577917	NA	0.5	0.4
P36956	SREBF1	sterol regulatory element binding transcription factor 1	6720	P36956	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0
P37231	PPARG	peroxisome proliferator activated receptor gamma	5468	P37231	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.8125	0
P37802	TAGLN2	transgelin 2	8407	P37802	Cal33-HSC6	0.0109402272303479	0.579555419386205	0.0188769302544604	3	0.986124569239161	0.989618977361116	NA	0.375	0
P37837	TALDO1	transaldolase 1	6888	P37837	Cal33-HSC6	0.47087174746865	0.701596856308331	0.671142898139948	5	0.53188131896096	0.626029507958995	NA	0.583333333333333	0.166666666666667
P38159	RBMX	RNA binding motif protein X-linked	27316	P38159	Cal33-HSC6	-0.667317039403493	0.0646605369870586	-10.3203139116684	6	4.83755318088086e-05	0.000916831507614563	NA	0.373106060606061	0.236742424242424
P38398	BRCA1	BRCA1 DNA repair associated	672	P38398	Cal33-HSC6	0.342934461853142	0.177007452738535	1.9374012593679	6	0.100804451393547	0.169910732258896	NA	0.263888888888889	0.263888888888889
P38432	COIL	coilin	8161	P38432	Cal33-HSC6	-0.655435341832595	0.114853942777246	-5.70668560420063	6	0.00125258717426213	0.00703605846726864	NA	0.39	0.15
P38435	GGCX	gamma-glutamyl carboxylase	2677	P38435	Cal33-HSC6	-1.57989748245565	0.38873925782991	-4.06415727414627	5	0.00968942736617651	0.0286686162499056	NA	0.5	0.0833333333333333
P38646	HSPA9	heat shock protein family A (Hsp70) member 9	3313	P38646	Cal33-HSC6	0.892683350797558	0.449385972036586	1.98645130543791	3	0.141169544984289	0.220644181641946	NA	0.375	0
P38919	EIF4A3	eukaryotic translation initiation factor 4A3	9775	P38919	Cal33-HSC6	-0.871336638075238	0.215611158160322	-4.04124093349259	6	0.00679316088870197	0.0222754111942606	NA	0.5625	0.229166666666667
P38935	IGHMBP2	immunoglobulin mu DNA binding protein 2	3508	P38935	Cal33-HSC6	-0.91038938992285	0.0818679410029542	-11.1202184734315	5	0.000102524103940294	0.00149741627039401	NA	0.125	0
P38936	CDKN1A	cyclin dependent kinase inhibitor 1A	1026	P38936	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P39023	RPL3	ribosomal protein L3	6122	P39023	Cal33-HSC6	0.819234291105612	0.239577280290599	3.41949908652401	4	0.0267924969803759	0.0613598210619801	NA	0.25	0
P39687	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125	P39687	Cal33-HSC6	0.568971172947891	0.407108507900945	1.39759096630407	6	0.211728074373714	0.303804501489818	NA	0.208333333333333	0.208333333333333
P39880	CUX1	cut like homeobox 1	1523	P39880	Cal33-HSC6	1.78762872609346	0.367501770855712	4.86427241406494	6	0.00281064467073255	0.0119961027233411	NA	0.653846153846154	0.346153846153846
P40123	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	10486	P40123	Cal33-HSC6	-1.20328846561382	0.318568682355007	-3.77717124206485	6	0.00921086732585708	0.027485849639671	NA	0.21875	0.21875
P40189	IL6ST	interleukin 6 signal transducer	3572	P40189	Cal33-HSC6	-0.691494139929398	0.25623823643271	-2.69863760208555	3	0.0738712253225144	0.133412354751495	NA	0.375	0
P40222	TXLNA	taxilin alpha	200081	P40222	Cal33-HSC6	0.844572958585667	0.291218064948203	2.90013931222256	6	0.0273295084010015	0.0621995387768325	NA	0.475	0.275
P40306	PSMB10	proteasome 20S subunit beta 10	5699	P40306	Cal33-HSC6	1.54849786282428	0.390846358327976	3.96190940462817	4	0.0166510056145701	0.042824557251043	NA	0.25	0
P40425	PBX2	PBX homeobox 2	5089	P40425	Cal33-HSC6	-0.0716565058987987	0.263806961795877	-0.27162477218567	5	0.796768886361705	0.84761514673427	NA	0.125	0
P40692	MLH1	mutL homolog 1	4292	P40692	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P40763	STAT3	signal transducer and activator of transcription 3	6774	P40763	Cal33-HSC6	0.76362971950097	0.265445591035777	2.87678434032851	6	0.0281759409218283	0.0635805782389095	NA	0.125	0.125
P40818	USP8	ubiquitin specific peptidase 8	9101	P40818	Cal33-HSC6	-0.291755477204029	0.360326655037061	-0.809697182058377	6	0.449025566592016	0.550043585743649	NA	0.397727272727273	0.215909090909091
P40855	PEX19	peroxisomal biogenesis factor 19	5824	P40855	Cal33-HSC6	0.238912284726199	0.240938260396811	0.991591307801115	6	0.359686143417087	0.460120803792689	NA	0.208333333333333	0.208333333333333
P40925	MDH1	malate dehydrogenase 1	4190	P40925	Cal33-HSC6	-0.190994144806703	0.386604990595751	-0.494029175651315	6	0.638848559205647	0.720033207968417	NA	0.125	0.125
P40939	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	3030	P40939	Cal33-HSC6	0.213722613381887	0.198299208058636	1.0777784514333	6	0.322545055164348	0.421759119360692	NA	0.0625	0.0625
P41162	ETV3	ETS variant transcription factor 3	2117	P41162	Cal33-HSC6	0.0340044172670379	0.562634854687472	0.0604378079028297	4	0.954706105235568	0.969318953785092	NA	0.625	0.125
P41182	BCL6	BCL6 transcription repressor	604	P41182	Cal33-HSC6	0.180769602766171	0.0967248798004381	1.86890490987565	6	0.110846966360403	0.183439054517423	NA	0.0833333333333334	0.0833333333333333
P41208	CETN2	centrin 2	1069	P41208	Cal33-HSC6	-0.133014813351017	0.451006091811249	-0.294929083589152	5	0.779901576624117	0.833290812070868	NA	0.125	0
P41212	ETV6	ETS variant transcription factor 6	2120	P41212	Cal33-HSC6	0.222673625911042	0.290110170453072	0.767548499121169	6	0.471870434108818	0.57140030783327	NA	0.375	0.375
P41227	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit	8260	P41227	Cal33-HSC6	-0.0538362032507964	0.462440200455884	-0.116417653996611	6	0.911120426104595	0.93792674966603	NA	0.5	0.25
P41229	KDM5C	lysine demethylase 5C	8242	P41229	Cal33-HSC6	1.03182008862314	0.206823867936176	4.98888304778029	6	0.0024796569634995	0.0110114752744524	NA	0.375	0.375
P41252	IARS1	isoleucyl-tRNA synthetase 1	3376	P41252	Cal33-HSC6	-0.449547192684518	0.398574442803037	-1.12788765261266	6	0.302439932354619	0.401165860101193	NA	0.175	0.175
P41440	SLC19A1	solute carrier family 19 member 1	6573	P41440	Cal33-HSC6	0.756753759601015	0.20980297108368	3.60697351277825	6	0.0112717833275147	0.0317043799600766	NA	0.25	0.25
P41743	PRKCI	protein kinase C iota	5584	P41743	Cal33-HSC6	1.39449697827025	0.647578648546579	2.15340172409953	5	0.0838835157051239	0.147969592246601	NA	0.6875	0.34375
P41970	ELK3	ETS transcription factor ELK3	2004	P41970	Cal33-HSC6	0.080121194931641	0.203729337467589	0.39327274082157	3	0.720399852296497	0.787203391026729	NA	0.375	0
P42166	TMPO	thymopoietin	7112	P42166	Cal33-HSC6	-1.27479795797425	0.163867987762185	-7.7794203455059	6	0.000237534116552807	0.00234878455622403	NA	0.553082191780822	0.26541095890411
P42167	TMPO	thymopoietin	7112	P42167	Cal33-HSC6	-1.20563310405213	0.204884141395021	-5.88446277902806	6	0.0010678716364998	0.00629648757521361	NA	0.335	0.255
P42224	STAT1	signal transducer and activator of transcription 1	6772	P42224	Cal33-HSC6	-0.304086561647484	0.309686800270523	-0.981916443909956	6	0.364061188882479	0.464411388382136	NA	0.0625	0.0625
P42285	MTREX	Mtr4 exosome RNA helicase	23517	P42285	Cal33-HSC6	-0.156970147548271	0.266000342088029	-0.590112577736175	6	0.57664854098574	0.664032171608896	NA	0	0
P42345	MTOR	mechanistic target of rapamycin kinase	2475	P42345	Cal33-HSC6	0.389283849974236	0.719414991823755	0.541111673232415	6	0.607919636028359	0.692775991808981	NA	0.375	0.375
P42356	PI4KA	phosphatidylinositol 4-kinase alpha	5297	P42356	Cal33-HSC6	-0.0387034253044536	0.276840860626602	-0.139803875832679	6	0.893389873452918	0.925391557052825	NA	0.453125	0.328125
P42566	EPS15	epidermal growth factor receptor pathway substrate 15	2060	P42566	Cal33-HSC6	2.74467748117891	0.596547039094535	4.60094058189426	6	0.00368837312357839	0.0143918872861196	NA	0.575	0.175
P42568	MLLT3	MLLT3 super elongation complex subunit	4300	P42568	Cal33-HSC6	0.0160920336789312	0.322959554293303	0.0498267769601789	6	0.961877721122693	0.974115351162422	NA	0.166666666666667	0.166666666666667
P42677	RPS27	ribosomal protein S27	6232	P42677	Cal33-HSC6	1.90390996248426	0.252533558750862	7.53923546597849	6	0.000282352960569554	0.00260583138102452	NA	0.232142857142857	0.232142857142857
P42684	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	P42684	Cal33-HSC6	0.640273185700659	0.312585226963992	2.04831556474809	6	0.0864433781475309	0.151295152726189	NA	0.3125	0.3125
P42694	HELZ	helicase with zinc finger	9931	P42694	Cal33-HSC6	1.29095664256998	0.285725638190822	4.51816872557938	6	0.00402539124077372	0.0153679205163352	NA	0.09375	0.09375
P42695	NCAPD3	non-SMC condensin II complex subunit D3	23310	P42695	Cal33-HSC6	-0.800584671546572	0.11521396701937	-6.94867725031962	6	0.000440721035511515	0.00345959980802498	NA	0.546875	0.421875
P42696	RBM34	RNA binding motif protein 34	23029	P42696	Cal33-HSC6	-1.31188588199476	0.209982210588499	-6.24760487242251	6	0.000779320787039239	0.00510567363360687	NA	0.392857142857143	0.392857142857143
P42858	HTT	huntingtin	3064	P42858	Cal33-HSC6	0.489006025734033	0.350463374988724	1.39531277911641	6	0.212379319815223	0.304464544930963	NA	0.270833333333333	0.270833333333333
P42892	ECE1	endothelin converting enzyme 1	1889	P42892	Cal33-HSC6	-1.17849008559411	0.406117377200396	-2.90184599762298	2	0.101070357939788	0.170234353771645	NA	0.75	0.0833333333333333
P43146	DCC	DCC netrin 1 receptor	1630	P43146	Cal33-HSC6	-0.233226515303697	0.255810589440759	-0.91171564012876	6	0.39706929078766	0.498332133176156	NA	0	0
P43243	MATR3	matrin 3	9782	P43243	Cal33-HSC6	-0.862501345959618	0.149948931698677	-5.75196726104602	6	0.0012022922314483	0.00677539551315289	NA	0.302884615384615	0.1875
P43307	SSR1	signal sequence receptor subunit 1	6745	P43307	Cal33-HSC6	-0.310411394616595	0.472057053676171	-0.657571774850623	6	0.535210643102221	0.628823131969547	NA	0.203125	0.203125
P43351	RAD52	RAD52 homolog, DNA repair protein	5893	P43351	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P43378	PTPN9	protein tyrosine phosphatase non-receptor type 9	5780	P43378	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.8125	0
P43487	RANBP1	RAN binding protein 1	5902	P43487	Cal33-HSC6	-0.327644139832582	0.31978892650312	-1.02456374401503	6	0.345089575306332	0.445565777686683	NA	0.669642857142857	0.3125
P43686	PSMC4	proteasome 26S subunit, ATPase 4	5704	P43686	Cal33-HSC6	-0.225020338038157	0.345139744832874	-0.65196877904374	4	0.549987083524257	0.640746020468801	NA	0.71875	0.28125
P45880	VDAC2	voltage dependent anion channel 2	7417	P45880	Cal33-HSC6	0.767578583697986	0.141814854164723	5.41254009122638	6	0.00164431334940907	0.00836340847367167	NA	0	0
P45973	CBX5	chromobox 5	23468	P45973	Cal33-HSC6	-2.87014804258192	0.331138905195138	-8.66750477685659	6	0.000130094353275823	0.00166329052554572	NA	0.5	0.357142857142857
P46013	MKI67	marker of proliferation Ki-67	4288	P46013	Cal33-HSC6	0.413256647324385	0.0718107263127521	5.75480389272986	6	0.0011992190847141	0.00677005951370512	NA	0.323648648648649	0.237162162162162
P46019	PHKA2	phosphorylase kinase regulatory subunit alpha 2	5256	P46019	Cal33-HSC6	0.883898539162704	0.161756968078717	5.4643614408782	6	0.00156616066345117	0.00816126332685846	NA	0.597222222222222	0.263888888888889
P46060	RANGAP1	Ran GTPase activating protein 1	5905	P46060	Cal33-HSC6	-0.394091257525146	0.379063485916036	-1.03964447161877	6	0.338574269625681	0.439112209567483	NA	0.6875	0.3125
P46063	RECQL	RecQ like helicase	5965	P46063	Cal33-HSC6	-1.47908604112309	0.952028418956857	-1.55361542961473	2	0.260495038750244	0.355972619476729	NA	0.5	0
P46087	NOP2	NOP2 nucleolar protein	4839	P46087	Cal33-HSC6	-0.733059687752869	0.263454456421846	-2.78249112848213	6	0.0318919521477139	0.0702240495424074	NA	0.323863636363636	0.1875
P46100	ATRX	ATRX chromatin remodeler	546	P46100	Cal33-HSC6	-0.48826625382943	0.0946199058354043	-5.16029105628991	6	0.00209413183389362	0.00983438902524673	NA	0.45	0.292857142857143
P46108	CRK	CRK proto-oncogene, adaptor protein	1398	P46108	Cal33-HSC6	0.333725023924373	0.188794862942578	1.76765945176101	5	0.137361148056798	0.215553423071881	NA	0.125	0
P46109	CRKL	CRK like proto-oncogene, adaptor protein	1399	P46109	Cal33-HSC6	-1.25692196847352	0.235700160667113	-5.33271578990866	2	0.0334120043715145	0.0726665450265725	NA	0.5	0
P46379	BAG6	BAG cochaperone 6	7917	P46379	Cal33-HSC6	-0.323594105960058	0.21605517538654	-1.49773827625801	6	0.184849498488914	0.271978190013263	NA	0.25	0.197368421052632
P46695	IER3	immediate early response 3	8870	P46695	Cal33-HSC6	0.292165046724754	0.629267564276704	0.464293828747674	6	0.658806075380416	0.735903627802005	NA	0.3125	0.3125
P46779	RPL28	ribosomal protein L28	6158	P46779	Cal33-HSC6	-0.666153825029941	0.335428172028234	-1.98598054838956	6	0.0942395419590158	0.161148604509939	NA	0.0416666666666666	0.0416666666666667
P46781	RPS9	ribosomal protein S9	6203	P46781	Cal33-HSC6	0.447394701254111	0.346352260768808	1.29173316282393	6	0.243973112287306	0.338922508517793	NA	0.375	0.125
P46782	RPS5	ribosomal protein S5	6193	P46782	Cal33-HSC6	0.693746155085083	0.247373067468357	2.8044530562076	5	0.0377945687073966	0.0796939779896363	NA	0.4375	0.3125
P46783	RPS10	ribosomal protein S10	6204	P46783	Cal33-HSC6	0.4067918901242	0.426105784812873	0.954673474575909	5	0.383585574523937	0.485042283274112	NA	0.458333333333333	0.333333333333333
