Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
O95297	Cal33-HSC6	-0.0129786778354868	0.0821550581178662	-0.157977830371279	6	0.879656963041805	0.918318606108649	NA	0.180555555555556	0.180555555555556
O95352	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
O95359	Cal33-HSC6	0.728375591098646	0.354222744503051	2.05626432069038	6	0.0854973931117828	0.149985509458907	NA	0.458333333333333	0.291666666666667
O95361	Cal33-HSC6	0.00309053883472762	0.277813181892149	0.011124521931171	2	0.992134018464859	0.993381985783683	NA	0.5	0
O95365	Cal33-HSC6	0.0680758553295724	0.144766770043868	0.470245038339557	6	0.654786326030518	0.732036398202658	NA	0.397058823529412	0.25
O95391	Cal33-HSC6	-0.876288918433543	0.217322426236557	-4.03220658635431	5	0.00999937171553933	0.0291489238617193	NA	0.375	0.25
O95394	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.708333333333333	0.0416666666666667
O95396	Cal33-HSC6	0.958692916775639	0.128654558953307	7.45168243220655	6	0.000301060363741446	0.00270021464268384	NA	0	0
O95400	Cal33-HSC6	-1.57303472269331	0.225309519548064	-6.98166116482147	6	0.000429552186570703	0.003410708633519	NA	0.5125	0.4125
O95402	Cal33-HSC6	-1.55071338842292	0.375753767066012	-4.12694036451402	6	0.00616809412909669	0.0206946382582127	NA	0.535714285714286	0.25
O95425	Cal33-HSC6	1.71743364054877	0.095603233327655	17.9641794609886	6	1.91361002643831e-06	0.000181638041875608	NA	0.319444444444444	0.263888888888889
O95429	Cal33-HSC6	-0.136639264024697	0.20476581435443	-0.667295292700506	6	0.529396895777878	0.623372676093477	NA	0	0
O95453	Cal33-HSC6	-0.999172601327776	0.137079524720352	-7.28899960345014	6	0.000339744094795424	0.00286935065737038	NA	0.375	0.1875
O95471	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0
O95484	Cal33-HSC6	-0.471072961095942	0.272688576208738	-1.72751263600916	2	0.226217061252715	0.319412471409598	NA	0.5	0
O95487	Cal33-HSC6	3.16235731832126	0.270944964910304	11.6715854799817	4	0.000308085743283559	0.00271729918729876	NA	0.25	0
O95490	Cal33-HSC6	1.16752582553016	0.32750241851557	3.5649380264795	5	0.0161299262623764	0.0417542156255337	NA	0.25	0.125
O95503	Cal33-HSC6	1.96149356568892	0.742484961661001	2.64179568203091	6	0.0384479955979278	0.0805384328840803	NA	0.575	0.375
O95573	Cal33-HSC6	-1.15931589090614	0.227363666540785	-5.09894966308605	6	0.00222369492199004	0.0102020816017526	NA	0.291666666666667	0.291666666666667
O95628	Cal33-HSC6	0.21132440295076	0.567711284438325	0.372239215149365	6	0.722508329170435	0.788911700987196	NA	0.4	0.4
O95639	Cal33-HSC6	0.292114818527329	0.309555680896452	0.943658399940793	6	0.381773855857005	0.482943169268455	NA	0.375	0.375
O95671	Cal33-HSC6	1.42166976203386	0.869587688790804	1.63487797764335	2	0.243697495008792	0.338835294370302	NA	0.5	0
O95674	Cal33-HSC6	1.64020394838012	0.391135791197086	4.19343866067641	3	0.0247342487337354	0.05769512671664	NA	0.5625	0.1875
O95684	Cal33-HSC6	-0.3879798021748	0.134574887556273	-2.88300298235481	6	0.0279478350825302	0.0632002179707217	NA	0.675	0.475
O95685	Cal33-HSC6	-0.176575904351687	0.223816311321928	-0.788932242287328	6	0.460179992805489	0.560310935790699	NA	0.267857142857143	0.267857142857143
O95696	Cal33-HSC6	0.309601232808457	0.256852209185696	1.20536721794215	6	0.273437939097207	0.369849786782289	NA	0.466666666666667	0.266666666666667
O95714	Cal33-HSC6	-0.274262062408454	0.372080522006177	-0.737104057287636	6	0.488868799203853	0.586053560491366	NA	0.208333333333333	0.208333333333333
O95747	Cal33-HSC6	0.0796653632033349	0.606408731465227	0.131372388077006	6	0.899775126547425	0.930459240963625	NA	0.375	0.375
O95758	Cal33-HSC6	-1.00616367543844	0.212959562650022	-4.72467008721263	6	0.00324232396625934	0.0132014827475316	NA	0	0
O95772	Cal33-HSC6	-0.57827422737718	0.479351017903142	-1.20636904018013	6	0.273079133843793	0.369678555339557	NA	0.458333333333333	0.458333333333333
O95785	Cal33-HSC6	0.44011135487521	0.0682616651567738	6.44741604038554	6	0.000659208639563147	0.00451894554612175	NA	0.31	0.27
O95793	Cal33-HSC6	0.768733665580019	0.205473019053078	3.74128763534369	6	0.00960788022484138	0.0285102429039096	NA	0.333333333333333	0.333333333333333
O95810	Cal33-HSC6	0.837007156986061	0.193796154986062	4.31900806827802	6	0.00498811253746601	0.0177661285353588	NA	0.625	0.320652173913043
O95817	Cal33-HSC6	0.497732505507685	0.185392123575412	2.68475540335036	6	0.0363053796343396	0.0772186564834583	NA	0.534090909090909	0.306818181818182
O95819	Cal33-HSC6	-0.610211045554079	0.174594033444833	-3.49502805745586	6	0.0129041440499114	0.0351990802127259	NA	0.3	0.166666666666667
O95831	Cal33-HSC6	-0.418767555915903	0.252757515687294	-1.65679566353229	6	0.148637831698607	0.228298531658642	NA	0.3125	0.3125
O95835	Cal33-HSC6	1.82283874406127	0.160343538784927	11.3683330047137	6	2.77561448276398e-05	0.0006850819002419	NA	0.347222222222222	0.347222222222222
O95857	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
O95873	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
O95983	Cal33-HSC6	-0.503001014008272	0.190473435127877	-2.64079352414985	3	0.0776031567440438	0.138387830284655	NA	0.75	0.166666666666667
O96013	Cal33-HSC6	0.454720877266046	0.136437549876433	3.33281327374958	6	0.0157515773194179	0.0410489951101305	NA	0.157894736842105	0.105263157894737
O96019	Cal33-HSC6	-0.529426958457791	0.180050176576757	-2.94044120657717	6	0.0259327838492962	0.0597899954932361	NA	0.375	0.208333333333333
O96020	Cal33-HSC6	-0.889808895242967	0.396826942588897	-2.24230968148952	6	0.0661366948818918	0.123458857634145	NA	0	0
O96028	Cal33-HSC6	0.371664058755724	0.0488487277422732	7.6084695740006	6	0.000268504141158532	0.00252187960309371	NA	0.398809523809524	0.160714285714286
P00367	Cal33-HSC6	1.36435160909896	0.573135222505073	2.38050560413234	4	0.0759474879730746	0.136158109068845	NA	0.25	0
P00492	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0
P00519	Cal33-HSC6	-0.198951549648646	0.666750830229877	-0.29838965416819	1	0.815393788473133	0.864540067432053	NA	0.625	0
P00533	Cal33-HSC6	0.608340689656857	0.205905480382373	2.95446575063057	6	0.0254650105901002	0.0590354666130746	NA	0.322368421052632	0.217105263157895
P00558	Cal33-HSC6	3.25132514564256	0.625531136081543	5.19770313274816	6	0.0020193281452876	0.00961067386337179	NA	0	0
P00846	Cal33-HSC6	0.840706304932027	0.191022813462537	4.40107801624911	5	0.0070147968726233	0.0227676995335704	NA	0.125	0
P01106	Cal33-HSC6	2.03239256022505	0.183902498758537	11.0514678916548	6	3.26646869193148e-05	0.000747100247080531	NA	0.347222222222222	0.291666666666667
P02545	Cal33-HSC6	-2.01087209704385	0.113767703604394	-17.675245551552	6	2.10580919235426e-06	0.000191568470527313	NA	0.503968253968254	0.313492063492063
P02686	Cal33-HSC6	0.718351209030577	0.192995444033454	3.72211485420379	6	0.00982777404108526	0.0288136579620769	NA	0.5	0.5
P02786	Cal33-HSC6	1.87322228969545	0.289320548427769	6.47455668072987	4	0.00293236147090781	0.0122850512149611	NA	0.625	0.225
P02794	Cal33-HSC6	-2.76652000325657	0.272036097669936	-10.1696797849718	6	5.26167536283317e-05	0.000974021764840746	NA	0.46875	0.34375
P04035	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P04049	Cal33-HSC6	1.02845878472396	0.163354703688927	6.29586269326188	6	0.000748163382074951	0.0049323139130526	NA	0.447368421052632	0.184210526315789
P04075	Cal33-HSC6	2.63819508372637	0.235375749951778	11.2084404798152	5	9.86812426644335e-05	0.00146140035648166	NA	0.525	0.225
P04083	Cal33-HSC6	0.775057087344042	0.335116312682912	2.31280023684614	6	0.0600380709781767	0.114536379864898	NA	0.0625	0.0625
P04114	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P04150	Cal33-HSC6	-0.857201516885112	0.246104818566607	-3.48307490230272	6	0.0130933388638861	0.0356013586187987	NA	0.525	0.525
P04183	Cal33-HSC6	1.05050464985952	0.250022838466013	4.20163476386709	6	0.00567551253622067	0.0195571773975396	NA	0.175	0.175
P04278	Cal33-HSC6	-0.282389407023764	0.266114714661744	-1.06115667967744	6	0.329453659439156	0.429733900718669	NA	0	0
P04406	Cal33-HSC6	0.610672054428581	0.340476297616819	1.79358169336019	6	0.12304116298466	0.198160375793201	NA	0.325	0.125
P04626	Cal33-HSC6	-0.271124391810818	0.203613999722591	-1.33156065977882	6	0.231357119661217	0.324900810725875	NA	0.583333333333333	0.416666666666667
P04637	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.6	0
P04792	Cal33-HSC6	3.77002747129799	0.645160842574677	5.8435466359873	6	0.00110745894790876	0.00643457899660854	NA	0.4375	0.1875
P04920	Cal33-HSC6	1.03429505820841	0.264821650452865	3.90562877483654	6	0.00793228292594006	0.0248831417105351	NA	0.525	0.325
P05023	Cal33-HSC6	1.71668270840666	0.0655950157865257	26.1709321634052	1	0.0243136244308806	0.0568388988163904	NA	0.625	0
P05114	Cal33-HSC6	-3.51949937677723	0.229642936252647	-15.3259640126931	6	4.87497514067847e-06	0.00028359537854137	NA	0.3125	0.3125
P05187	Cal33-HSC6	-2.18382784990272	0.242889378113517	-8.99103891188721	3	0.00290423054422106	0.0122315741439152	NA	0.5	0.125
P05387	Cal33-HSC6	-0.225433819128218	0.228476158524348	-0.986684215036795	6	0.361899927756932	0.462395413313833	NA	0.508333333333333	0.375
P05412	Cal33-HSC6	1.82390665074264	0.152616288794647	11.9509304357204	6	2.07948628561105e-05	0.00057574646377266	NA	0.395833333333333	0.395833333333333
P05423	Cal33-HSC6	-1.80985589890123	0.275168644091812	-6.57726066454492	2	0.0223440176086518	0.0532510120254097	NA	0.5	0
P05455	Cal33-HSC6	-0.752690935239666	0.186006811442649	-4.04657726994982	6	0.00675223387009627	0.0221640336519449	NA	0.125	0.125
P05549	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P05783	Cal33-HSC6	-3.04695462721917	0.122606857532124	-24.8514209445491	6	2.79365687028132e-07	9.33253130186123e-05	NA	0.503177966101695	0.316737288135593
P06400	Cal33-HSC6	1.4013776984862	0.113009540440431	12.400525593013	6	1.67882764028349e-05	0.000518969631714818	NA	0.525943396226415	0.261792452830189
P06454	Cal33-HSC6	-1.23547154395199	0.224021470479545	-5.51496935230056	6	0.00149389638926656	0.0079408449138977	NA	0.25	0.25
P06493	Cal33-HSC6	1.53140595412965	0.0641690233188925	23.8651903196223	6	3.55439616850362e-07	9.33253130186123e-05	NA	0.113636363636364	0.113636363636364
P06702	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P06730	Cal33-HSC6	1.46790321922832	0.260466330147509	5.63567359511306	4	0.00487859821923986	0.0175717836312893	NA	0.71875	0.09375
P06748	Cal33-HSC6	-1.31899283759433	0.240808604140683	-5.47734929281747	6	0.00154724223650904	0.00811095727422549	NA	0.365168539325843	0.264044943820225
P07199	Cal33-HSC6	0.143895595095944	0.20538670096077	0.700608142702623	6	0.509789787379975	0.606153543074668	NA	0.166666666666667	0.166666666666667
P07305	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P07355	Cal33-HSC6	-0.0971790333659754	0.203494763746897	-0.47755053533881	6	0.649869112275368	0.727896713279458	NA	0.447916666666667	0.28125
P07814	Cal33-HSC6	-0.190156631126832	0.106085232635343	-1.79248917500586	6	0.123227437764741	0.198259808915075	NA	0.585227272727273	0.3125
P07900	Cal33-HSC6	0.456324955997108	0.683413165796395	0.667714610773329	3	0.552090175697756	0.642256163471558	NA	0.65625	0.125
P07910	Cal33-HSC6	-1.62477530187909	0.161038287875109	-10.0893726784972	6	5.50532111938118e-05	0.000984772047421892	NA	0.229166666666667	0.229166666666667
P07947	Cal33-HSC6	0.158574418282941	0.234916180085153	0.675025527085704	6	0.524804062086627	0.620258401515894	NA	0.410714285714286	0.267857142857143
P07948	Cal33-HSC6	-0.852938800668031	0.157553638319475	-5.4136407750769	6	0.00164260789733572	0.00836340847367167	NA	0.196428571428571	0.196428571428571
P08047	Cal33-HSC6	-0.260329047347866	0.266910413784571	-0.975342414170407	6	0.367057959691631	0.467859304907187	NA	0.444444444444444	0.444444444444444
P08048	Cal33-HSC6	-0.293041277135302	0.279520848125265	-1.04837001998498	5	0.34247667529511	0.443261925507422	NA	0.583333333333333	0.458333333333333
P08069	Cal33-HSC6	-0.750107971558539	0.3149084779552	-2.38198722507957	5	0.063009667977417	0.119063966077208	NA	0.125	0
P08107	Cal33-HSC6	-2.56025094248515	0.257842794082456	-9.92950356280424	4	0.000577606031967104	0.00414211172473707	NA	0.59375	0.34375
P08195	Cal33-HSC6	1.81411949154669	0.174662975482765	10.3863997881205	6	4.66407478292297e-05	0.000913020981300347	NA	0	0
P08238	Cal33-HSC6	1.04296782278398	0.23748488819384	4.39172290378614	6	0.00460939283115014	0.0170061492171287	NA	0.125	0.125
P08240	Cal33-HSC6	-0.127487054876228	0.25142814660255	-0.50705164317882	6	0.630210134480115	0.71155640715769	NA	0.333333333333333	0.333333333333333
P08559	Cal33-HSC6	0.197109613906424	0.216120689710738	0.912034910541148	6	0.396914122214364	0.498332133176156	NA	0.4	0.133333333333333
P08581	Cal33-HSC6	-1.56840227674644	0.362229734252258	-4.32985514009238	6	0.00492945982550341	0.0176486222166991	NA	0.0833333333333334	0.0833333333333333
P08621	Cal33-HSC6	0.132625093687598	0.30928495730378	0.428811975997052	6	0.683028460310634	0.756843543515096	NA	0.138888888888889	0.138888888888889
P08651	Cal33-HSC6	1.22791183407057	0.147878273227234	8.30353105478666	6	0.00016538727282267	0.00188743038232037	NA	0.340277777777778	0.173611111111111
P08670	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0.178571428571429
P08865	Cal33-HSC6	1.15446922108993	0.404589550720825	2.85343311272648	5	0.0356798667044915	0.076347241657998	NA	0.4375	0.3125
P09234	Cal33-HSC6	-1.47995865699915	0.176627168008414	-8.37899782738211	6	0.000157241678864217	0.00184065259376348	NA	0.25	0.25
P09543	Cal33-HSC6	0.284756085616455	0.264876937623034	1.07505050523392	6	0.323670639606692	0.423057190684608	NA	0.1875	0.1875
P09651	Cal33-HSC6	-1.65180702356049	0.150891520509132	-10.9469837535405	6	3.44990221599062e-05	0.000757550941773388	NA	0.333333333333333	0.259259259259259
P09661	Cal33-HSC6	0.111770365164905	0.292357528538282	0.382307121433577	6	0.715408869834252	0.784657885481316	NA	0.28125	0.28125
P09758	Cal33-HSC6	0.563390070799178	0.248123242117053	2.2706057924771	6	0.0636147795530073	0.120136096142809	NA	0.0625	0.0625
P09874	Cal33-HSC6	0.272985704661775	0.342193065326915	0.797753468209468	6	0.455417595770753	0.555361786646526	NA	0.375	0.375
P09884	Cal33-HSC6	0.285912577864252	0.121631039098598	2.35065473404763	6	0.0570074030831833	0.1102743447247	NA	0.208333333333333	0.208333333333333
P09914	Cal33-HSC6	-1.27284182963346	0.450924932483954	-2.82273553298976	5	0.0369893679110835	0.0783072788755917	NA	0.4375	0.3125
P09972	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P0C1Z6	Cal33-HSC6	-0.420126984157839	0.290857834860533	-1.44444100795597	6	0.198734343816795	0.288146698867338	NA	0.1	0.1
P0C221	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P0C7T5	Cal33-HSC6	1.08656088959516	0.338504003496541	3.20989080888749	4	0.032592308458073	0.0712243720868254	NA	0.7	0.15
P0CAP2	Cal33-HSC6	-1.33819101669988	NA	NA	0	NA	NA	NA	0.75	0
P0CW22	Cal33-HSC6	0.83160693169068	0.44074309075691	1.88682919626152	6	0.108126405421035	0.179590232060812	NA	0.208333333333333	0.208333333333333
P0DI83	Cal33-HSC6	1.09618368779422	0.468349426307471	2.34052531341114	4	0.0793327567119886	0.140878693458434	NA	0.25	0
P10071	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P10074	Cal33-HSC6	0.345755102503896	0.204832280450028	1.68799127629811	6	0.142380043663599	0.221681202457163	NA	0.541666666666667	0.208333333333333
P10109	Cal33-HSC6	0.99110753159492	0.213286794768887	4.64683025814544	6	0.00351531414996487	0.0140260153552483	NA	0.5	0.166666666666667
P10243	Cal33-HSC6	-0.482496052399013	0.113422475649571	-4.25397214825154	5	0.00806114345394837	0.0251359401676971	NA	0.5625	0.4375
P10244	Cal33-HSC6	-0.222654388679528	0.346645522578786	-0.642311451257596	6	0.544416632282129	0.636118369609651	NA	0.416666666666667	0.416666666666667
P10316	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.59375	0.09375
P10398	Cal33-HSC6	1.75589917067837	0.4264593166282	4.11738963651066	6	0.0062344622561854	0.020873320529647	NA	0.6375	0.3375
P10412	Cal33-HSC6	-1.20369676264832	0.346932056371614	-3.4695460985565	6	0.013311174210388	0.0360091577620011	NA	0.245192307692308	0.0913461538461538
P10588	Cal33-HSC6	-0.0160721505036822	0.184115709768797	-0.0872937487184814	4	0.934633417807508	0.95502978250934	NA	0.75	0.25
P10636	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P10644	Cal33-HSC6	0.179496895018318	0.275925762653633	0.650526044730513	6	0.539448703351258	0.631472305687649	NA	0.3	0.1
P10720	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P10809	Cal33-HSC6	-0.596742911985013	0.300381114424413	-1.98661927574403	6	0.0941561556799311	0.161144917233455	NA	0.53125	0.40625
P11137	Cal33-HSC6	0.533088306213426	0.274908721782911	1.93914657474706	6	0.100560818093581	0.169679726979311	NA	0.333333333333333	0.333333333333333
P11166	Cal33-HSC6	2.08911504635675	0.426891965288831	4.89377926085649	6	0.0027279658579582	0.0117376260699175	NA	0.28125	0.28125
P11169	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P11171	Cal33-HSC6	1.54055193708818	0.235821841065166	6.5326940461909	6	0.00061451370279153	0.0043192309706142	NA	0.458333333333333	0.458333333333333
P11172	Cal33-HSC6	2.18936799438616	1.00110375039335	2.1869541428907	6	0.0713737996393198	0.129933778188447	NA	0.333333333333333	0.333333333333333
P11274	Cal33-HSC6	-0.210922346189576	0.0975513763677158	-2.16216678885711	6	0.0738557322504239	0.133412354751495	NA	0.4375	0.4375
P11387	Cal33-HSC6	0.360168643234594	0.154480532430812	2.33148240472245	6	0.0585218949699386	0.112181645746108	NA	0.232142857142857	0.0892857142857143
P11388	Cal33-HSC6	-1.01700685357025	0.148448545417358	-6.8509048082012	6	0.000475840741910538	0.00363327799099078	NA	0.505434782608696	0.28804347826087
P11474	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
P11532	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P11717	Cal33-HSC6	-2.0438080998966	0.731105147889744	-2.79550500471216	6	0.0313491267864556	0.0692320892937594	NA	0.303571428571429	0.303571428571429
P11831	Cal33-HSC6	0.776832447256496	0.172776314000878	4.49617444236336	6	0.00412069065490117	0.0156193798157206	NA	0.5	0.5
P12268	Cal33-HSC6	0.920144019637405	0.296193759764687	3.10656112528643	6	0.0209404607260346	0.0508965091234307	NA	0.25	0.25
P12270	Cal33-HSC6	-0.250637566454777	0.159569170077341	-1.57071423216212	6	0.16730441627589	0.251747288006822	NA	0.416666666666667	0.268518518518519
P12694	Cal33-HSC6	0.454875952737172	0.129648173481034	3.50854115814994	6	0.0126938843686135	0.03475264645715	NA	0.743055555555556	0.298611111111111
P12755	Cal33-HSC6	0.735175720007262	0.0227341370350594	32.3379646596443	1	0.0196801799795696	0.0485749558565501	NA	0.625	0
P12830	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
P12931	Cal33-HSC6	0.703794627757574	0.349820428348702	2.01187400941614	6	0.0909181556572987	0.156731677104948	NA	0.3125	0.3125
P12956	Cal33-HSC6	-0.0348845312012573	0.254312074935375	-0.137172138641557	6	0.895382000409771	0.926819339825979	NA	0.291666666666667	0.291666666666667
P13051	Cal33-HSC6	1.15589918093985	0.14743883209465	7.83985578641728	6	0.000227585759998039	0.00229630499629893	NA	0.25	0.25
P13639	Cal33-HSC6	1.31470230308788	0.245846523461457	5.34765464476456	6	0.00174850518580949	0.00873978102294728	NA	0.375	0.375
P13725	Cal33-HSC6	0.124129949231971	0.372722214496962	0.333036090696931	4	0.75583131247463	0.81523268933578	NA	0.25	0
P13798	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P13807	Cal33-HSC6	1.44096555296714	0.185872082907412	7.75245819828104	6	0.000242133474093187	0.0023721630200391	NA	0	0
P13861	Cal33-HSC6	-1.1016906840165	0.25930211497778	-4.24867604381439	6	0.00538799211377827	0.0187184337473435	NA	0.125	0.125
P13994	Cal33-HSC6	-0.929467575707504	0.339279400648027	-2.73953435997651	6	0.0337565272191025	0.0731483410738553	NA	0.416666666666667	0.0833333333333333
P14209	Cal33-HSC6	-0.740188151889056	0.493746305582945	-1.49912646134161	3	0.230793649224518	0.324435752375657	NA	0.6875	0
P14373	Cal33-HSC6	-0.510737836913043	0.50453444470163	-1.01229527988933	3	0.385949351966469	0.487257231031418	NA	0.666666666666667	0.0833333333333333
P14859	Cal33-HSC6	-0.602104835077737	0.158244675573613	-3.80489790822471	6	0.00891658468010492	0.026834031778312	NA	0.520833333333333	0.1875
P14866	Cal33-HSC6	-0.00448618310719835	0.364524157971851	-0.0123069569165421	6	0.990579725954465	0.992137731185598	NA	0.35	0.35
P14868	Cal33-HSC6	-0.583422172893662	0.366568754285259	-1.59157638525746	5	0.172355306885113	0.257642862498686	NA	0.125	0
P14923	Cal33-HSC6	-0.167165184015226	0.390001558379238	-0.428626964235549	6	0.683155886954267	0.756843543515096	NA	0.339285714285714	0.339285714285714
P15056	Cal33-HSC6	0.0380579941109721	0.272305235603121	0.139762256229406	6	0.893421371350623	0.925391557052825	NA	0.525	0.425
P15336	Cal33-HSC6	1.88749854906749	0.251874207796663	7.49381433525445	6	0.000291885482625709	0.002668622840868	NA	0.482142857142857	0.339285714285714
P15374	Cal33-HSC6	0.715392589074524	0.195345177115796	3.66219734542234	6	0.0105517983780703	0.0302675009331314	NA	0	0
P15407	Cal33-HSC6	-1.77621860826946	0.183981775343383	-9.65431823317467	6	7.07613856223421e-05	0.00117960341267821	NA	0.28125	0.28125
P15408	Cal33-HSC6	-0.873576487633603	0.136223241508256	-6.4128299837929	6	0.000678389629700682	0.00459572889567441	NA	0.416666666666667	0.273809523809524
P15822	Cal33-HSC6	0.804902715146222	0.301862141664033	2.66645797551541	4	0.056012172392051	0.108727106290245	NA	0.75	0.2
P15880	Cal33-HSC6	-0.788629866105783	0.468424794922688	-1.68357839861134	6	0.143249550325495	0.222165888083963	NA	0.325	0.125
P15923	Cal33-HSC6	1.85020216746779	0.275124888212035	6.72495381821603	6	0.000525924172971592	0.00386352818677146	NA	0.541666666666667	0.208333333333333
P15924	Cal33-HSC6	0.145406665228809	0.0657829296473483	2.21040117866915	6	0.069105106775913	0.126745771874716	NA	0.369140625	0.228515625
P15927	Cal33-HSC6	-0.279820930054522	0.366251324766762	-0.764013427754068	5	0.47934114594493	0.578333538722492	NA	0.3125	0.1875
P16070	Cal33-HSC6	-0.91656494794059	0.172153096643276	-5.32412698819956	6	0.00178812623463775	0.00887246553767983	NA	0.221153846153846	0.221153846153846
P16104	Cal33-HSC6	0.122810558333409	0.25722485812924	0.477444362207421	6	0.649940438396199	0.727896713279458	NA	0.1875	0.1875
P16144	Cal33-HSC6	-2.46625962619187	0.154639157517738	-15.9484807456286	6	3.85833726812557e-06	0.000267064040471996	NA	0.576298701298701	0.303571428571429
P16157	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.71875	0.09375
P16220	Cal33-HSC6	-0.4054657260568	0.53502176352228	-0.757849032883154	6	0.477240962611333	0.576236338625136	NA	0.7	0.3
P16333	Cal33-HSC6	0.465452999078164	0.344212705386656	1.35222492311932	6	0.225044355990474	0.318179942039818	NA	0	0
P16401	Cal33-HSC6	-4.90266673721947	0.184178604235752	-26.6190894298666	6	1.85579871248009e-07	9.33253130186123e-05	NA	0.551630434782609	0.39945652173913
P16402	Cal33-HSC6	1.16140849600025	0.12324860183177	9.42329956477339	6	8.11868198968835e-05	0.00128623879441675	NA	0.25	0.17
P16403	Cal33-HSC6	3.41283733445953	0.510956495941925	6.67931098158978	6	0.000545548585287214	0.00397488946351142	NA	0.666666666666667	0.333333333333333
P16455	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
P16615	Cal33-HSC6	1.16513843294914	0.23103861840311	5.04304622751956	6	0.00234974544510846	0.0106272578085587	NA	0.475	0.275
P16949	Cal33-HSC6	-0.0180904699205039	0.318743963290387	-0.0567554903118991	6	0.956582819010724	0.970914789840658	NA	0.0592105263157895	0.0592105263157895
P16989	Cal33-HSC6	-0.174718313743502	0.168424570040356	-1.03736832281441	6	0.339551197135886	0.440020761774791	NA	0.458333333333333	0.125
P17026	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
P17028	Cal33-HSC6	1.14377634940199	0.814185174483832	1.40481107400059	3	0.254717026588767	0.349495471361624	NA	0.4375	0.0625
P17096	Cal33-HSC6	-1.89701077126319	0.102606953368132	-18.4881307649504	6	1.61474359261504e-06	0.000165849793512461	NA	0.497844827586207	0.239224137931034
P17181	Cal33-HSC6	-2.44091216707659	0.414053240222546	-5.89516499318938	3	0.00974382677346108	0.0287342385370067	NA	0.375	0
P17275	Cal33-HSC6	-1.38164140646869	0.165654262919983	-8.34051223382083	6	0.00016133631531412	0.00186798119258239	NA	0.375	0.298076923076923
P17302	Cal33-HSC6	1.06415736701672	0.182657291012827	5.82597804399712	6	0.00112496951652474	0.00649020864684127	NA	0.125	0.125
P17480	Cal33-HSC6	-1.03907209101986	0.27702850084844	-3.750776861722	6	0.00950107407146739	0.0282196080630151	NA	0.125	0.125
P17535	Cal33-HSC6	1.96291057483119	0.287862271994841	6.81892267864254	6	0.00048801884512395	0.00370847733382973	NA	0.21875	0.21875
P17544	Cal33-HSC6	0.074431759380043	0.481566617545392	0.154561708947832	6	0.882234973526332	0.919411365754523	NA	0.4875	0.1875
P17612	Cal33-HSC6	-0.00827134055708893	0.304355921841091	-0.0271765389253951	6	0.979200282804719	0.98478691249016	NA	0.428571428571429	0.142857142857143
P17676	Cal33-HSC6	0.0546668678071345	0.25435264469507	0.214925493983645	6	0.836944430356874	0.882693440695861	NA	0.625	0.425
P17706	Cal33-HSC6	0.501463369768424	0.275354374325129	1.82115635895551	6	0.118430437969973	0.192487245786827	NA	0.05	0.05
P17812	Cal33-HSC6	-0.339964240382881	0.331189240335888	-1.02649542611376	6	0.344249419278193	0.444661318856701	NA	0.388888888888889	0.277777777777778
P17844	Cal33-HSC6	-0.450819013860722	0.232482364517887	-1.93915359900788	6	0.10055983875223	0.169679726979311	NA	0.553571428571429	0.125
